Participant_ID,Route,evn,probe_label,seq,Question_Type,Target_Accuracy,Target_Latency,Target_Confidence,target_dwell,error_dial,latency_dial,unsure_dial,attn_risk,error_dial_recent,latency_dial_recent,unsure_dial_recent,attn_risk_recent,error_dial_prev,latency_dial_prev,unsure_dial_prev,attn_risk_prev,recent_flag,recent_sustained,recent_level,conf_prompt,conf_confirmed,overconf_flag,attn_risk_recent_adj,attn_risk_recent_adj_prev,recent_level_adj,is_error,is_delayed,is_unsure,any_fail,lapse
02_RT,2,2,R2Q2,2,Sign,1,1.68,7.0,0.008400000000000001,0.31111112,0.053763440860215055,0.3,0.31111112236976624,0.2690759710967541,0.11627848659926177,0.3196428571428571,0.2690759710967541,0.2270408198237419,0.17879353233830847,0.3392857142857143,0.2270408198237419,1,1,Amber,0,0,0,0.2690759710967541,0.2270408198237419,Amber,0,0,0,0,0
02_RT,2,3,R2Q3,3,Animal,1,11.24,5.0,0.0,0.15789473,0.14925373134328357,0.3392857142857143,0.15789473056793213,0.2134853508323431,0.13276610897127267,0.3294642857142857,0.2134853508323431,0.2690759710967541,0.11627848659926177,0.3196428571428571,0.2690759710967541,1,1,Amber,0,0,0,0.2134853508323431,0.2690759710967541,Amber,0,1,0,1,0
02_RT,3,1,R3Q1,4,Animal,1,5.43,6.0,0.0,0.20408164,0.14925373134328357,0.3,0.20408163964748383,0.20878349523991346,0.14100992015727812,0.31473214285714285,0.20878349523991346,0.2134853508323431,0.13276610897127267,0.3294642857142857,0.2134853508323431,1,1,Amber,0,0,0,0.20878349523991346,0.2134853508323431,Amber,0,1,0,1,0
02_RT,3,3,R3Q3,5,Sign,1,4.333,7.0,0.0,0.44444445,0.4,0.44,0.4444444477558136,0.32661397149786353,0.27050496007863906,0.3773660714285714,0.32661397149786353,0.20878349523991346,0.14100992015727812,0.31473214285714285,0.20878349523991346,1,1,Red,1,0,1,0.32661397149786353,0.20878349523991346,Red,0,1,0,1,0
02_RT,4,2,R4Q2,6,Sign,1,1.504,7.0,0.0,0.092857145,0.14925373134328357,0.32608695652173914,0.14925373134328357,0.20973555813543499,0.2098793457109613,0.3517265139751553,0.23793385142057355,0.32661397149786353,0.27050496007863906,0.3773660714285714,0.32661397149786353,1,1,Amber,0,0,0,0.23793385142057355,0.32661397149786353,Amber,0,0,0,0,0
02_RT,4,3,R4Q3,7,Animal,1,1.422,4.0,0.0274,0.31111112,0.14925373134328357,0.3,0.31111112236976624,0.2604233402526006,0.17956653852712245,0.3258632569875777,0.2745224868951699,0.20973555813543499,0.2098793457109613,0.3517265139751553,0.23793385142057355,1,1,Amber,0,0,0,0.2745224868951699,0.23793385142057355,Amber,0,0,1,0,0
02_RT,5,1,R5Q1,8,Animal,1,1.085,7.0,0.1146,0.092857145,0.053763440860215055,0.15,0.09285714477300644,0.17664024251280352,0.11666498969366876,0.23793162849378885,0.18368981583408817,0.2604233402526006,0.17956653852712245,0.3258632569875777,0.2745224868951699,0,0,Green,0,0,0,0.18368981583408817,0.2745224868951699,Green,0,0,0,0,0
02_RT,5,3,R5Q3,9,Sign,0,1.783,4.0,0.27799999999999997,0.092857145,0.053763440860215055,0.15,0.09285714477300644,0.13474869364290498,0.08521421527694191,0.1939658142468944,0.1382734803035473,0.17664024251280352,0.11666498969366876,0.23793162849378885,0.18368981583408817,0,0,Green,0,0,0,0.1382734803035473,0.18368981583408817,Green,1,0,1,1,0
02_RT,6,1,R6Q1,10,Sign,1,1.281,4.0,0.1424,0.092857145,0.053763440860215055,0.15,0.09285714477300644,0.11380291920795571,0.06948882806857848,0.17198290712344722,0.11556531253827687,0.13474869364290498,0.08521421527694191,0.1939658142468944,0.1382734803035473,0,0,Green,0,0,0,0.11556531253827687,0.1382734803035473,Green,0,0,1,0,0
02_RT,6,3,R6Q3,11,Animal,1,1.285,6.0,0.10700000000000001,0.092857145,0.053763440860215055,0.2631578947368421,0.09285714477300644,0.10333003199048107,0.06162613446439677,0.21757040093014465,0.10421122865564166,0.11380291920795571,0.06948882806857848,0.17198290712344722,0.11556531253827687,0,0,Green,0,0,0,0.10421122865564166,0.11556531253827687,Green,0,0,0,0,0
03_RT,1,1,R1Q1,0,Animal,1,2.052,7.0,0.0,0.20408164,0.14925373134328357,0.2631578947368421,0.20408163964748383,0.20408163964748383,0.14925373134328357,0.2631578947368421,0.20408163964748383,,,,,1,0,Amber,0,0,0,0.20408163964748383,,Amber,0,0,0,0,0
03_RT,1,3,R1Q3,1,Sign,1,3.182,4.0,0.0,0.092857145,0.14925373134328357,0.3,0.14925373134328357,0.14846939221024513,0.14925373134328357,0.28157894736842104,0.1766676854953837,0.20408163964748383,0.14925373134328357,0.2631578947368421,0.20408163964748383,0,0,Green,0,0,0,0.1766676854953837,0.20408163964748383,Green,0,0,1,0,0
03_RT,2,2,R2Q2,2,Sign,1,2.516,6.0,0.0,0.092857145,0.053763440860215055,0.2631578947368421,0.09285714477300644,0.12066326849162579,0.10150858610174932,0.2723684210526316,0.13476241513419507,0.14846939221024513,0.14925373134328357,0.28157894736842104,0.1766676854953837,0,0,Green,0,0,0,0.13476241513419507,0.1766676854953837,Green,0,0,0,0,0
03_RT,2,3,R2Q3,3,Animal,1,4.331,5.0,0.6132,0.092857145,0.053763440860215055,0.0,0.09285714477300644,0.10676020663231611,0.07763601348098219,0.1361842105263158,0.11380977995360075,0.12066326849162579,0.10150858610174932,0.2723684210526316,0.13476241513419507,0,0,Green,0,0,0,0.11380977995360075,0.13476241513419507,Green,0,1,0,1,0
