amber_thr,red_thr,err_base,lat_base,uns_base,n_probes,n_ops,recent_span,spearman_rho,spearman_p,conf_level,hi_conf,lo_conf,roc_error,roc_latency,roc_unsure,roc_attn_any
0.18615516439400692,0.27772753976015935,0.2164009111617312,0.1366742596810934,0.2984054669703872,439,37,3,0.6432976862220292,1.751629204658036e-05,0.6610169491525424,6,4,0.6835985312117503,0.6917985927880388,0.6182214731833052,0.6812795618620862
