Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
07_RT,3,Q1,Animal,Rabbit,3,21.0,36.0,3,1,2,0,64,1,0,0.0,0.0,0,0,5.0,0.0,0.371,0,0,0.0,0.0,0.0,0.0,1.0,0.9894,0.0,0.0,2492.1,2477.96,0.9,1.6,-1.0,-0.9894,0.13,0.165,2.6,2.22,0.399,0.286,0.0,0.00016,0.4,0.371,38.2,29.7,0,2.699,3,1,271.472,229.155242682475,0.0,0.096,1.28,0.0,0.05,0.175,0.163,0.0,0.0,0.186,0.0,0.0,0.0,0.374,0.0,0.053,0.0,0.0,0.7013999999999999,0.672471285661356,External_Hazard,Not_Applicable,0.0,0,0.371,0,0.0,0.0,-0.010600000000000054,0.0,-14.139999999999873,0.7000000000000001,0.010600000000000054,0.035,-0.3799999999999999,-0.11300000000000004,0.00016,-0.029000000000000026,-8.500000000000004,-42.316757317524974,0.096,-1.28,0.12499999999999999,-0.163,0.186,0.0,0.374,0.053,0.0,-0.028928714338643857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
07_RT,3,Q2,Speed,Speed2,7,21.0,36.0,3,1,2,0,64,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.9952,1.0,0.0,0.0,2602.9,2192.81,2.3,1.9,-0.9952,-1.0,0.254,0.011,2.6,3.57,1.212,0.237,0.00015,0.0,0.4,0.0,41.3,89.9,1,1.682,7,0,340.894,312.5743162901308,0.0,0.448,0.199,0.007,0.072,0.0,0.286,0.228,0.042,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.06,0.0,0.8140000000000001,0.593935790725327,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.0048000000000000265,0.0,-410.09000000000015,-0.3999999999999999,-0.0048000000000000265,-0.243,0.9699999999999998,-0.975,-0.00015,-0.4,48.60000000000001,-28.319683709869196,0.448,-0.192,-0.072,-0.05799999999999997,-0.042,0.0,0.0,-0.271,-0.06,-0.22006420927467307,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.192,0.2,0.0,0.168,0.0,0.0,0.0,0.0,1.0,0.0,2693.09,2.4,-1.0,0.251,0.0,0.0,0.072,0.218,0.206,0.0,0.318,0.0,13.0,2.6,1680.61,1.163,0.0,0.4,41.3,0.0,2.699,3.0,1.0,0
07_RT,3,Q3,Sign,Markings,1,21.0,36.0,3,1,2,0,64,1,0,0.0,0.0,0,0,5.0,0.6,0.308,0,0,0.6,0.308,0.0,0.0,0.2318,0.4424,0.0,0.0,2865.96,2210.81,2.4,1.3,0.0782,-0.4424,0.109,0.06,1.0,1.54,0.509,0.101,0.0844,0.08104,0.4,0.308,49.8,71.4,0,3.245,1,1,167.136,138.61016949152543,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,2.176,0.631,0.5648,0.7312788906009245,External_Hazard,Not_Applicable,0.0,0,-0.292,0,-0.292,0.0,0.2106,0.0,-655.1500000000001,-1.0999999999999999,-0.5206000000000001,-0.049,0.54,-0.40800000000000003,-0.003360000000000002,-0.09200000000000003,21.60000000000001,-28.52583050847457,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.062,-1.5450000000000002,0.16647889060092458,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,1.044,0.0,0.0,0.793,0.0,0.0,0.0,0.8485,0.0,2789.23,2.1,-0.8485,0.168,0.0,0.0,0.042,0.0,0.731,0.0,0.099,0.981,15.0,3.0,2182.95,0.744,0.07751,0.4,37.0,1.0,1.682,7.0,0.0,0
08_RT,3,Q1,Animal,Rabbit,7,13.0,21.0,2,1,1,0,47,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.7759,0.496,0.0,0.0,2291.79,1367.44,1.9,2.2,-0.7759,-0.496,0.266,0.097,1.6,0.48,0.689,0.205,0.07409,0.061,0.6,0.482,22.6,73.7,1,2.075,7,0,150.656,15.339759036144576,0.0,1.251,0.469,0.0,0.0,0.0,0.0,0.0,0.153,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8756,0.15036144578313265,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.27990000000000004,0.0,-924.3499999999999,0.30000000000000027,0.27990000000000004,-0.169,-1.12,-0.484,-0.013090000000000004,-0.118,51.1,-135.31624096385542,1.251,-0.469,0.0,0.0,0.359,0.0,0.0,0.0,0.0,-0.7252385542168673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
08_RT,3,Q2,Speed,Speed2,7,13.0,21.0,2,1,1,0,47,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8751,0.9051,0.0,0.0,2491.74,2922.7,2.7,3.3,-0.8751,-0.9051,0.203,0.111,2.2,2.34,0.518,0.155,0.02947,0.00214,0.6,0.586,24.1,65.1,1,1.706,7,0,255.546,335.4982415005862,0.409,0.375,0.987,0.476,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144,0.5011723329425557,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.030000000000000027,0.0,430.96000000000004,0.5999999999999996,-0.030000000000000027,-0.09200000000000001,0.13999999999999968,-0.363,-0.02733,-0.014000000000000012,40.99999999999999,79.95224150058618,-0.033999999999999975,-0.511,-0.032,0.0,0.0,0.0,0.0,0.0,0.0,-0.21322766705744434,0.0,0.0,0.0,5.0,0.2,0.447,0.0,0.0,0.0,0.934,0.0,0.0,0.0,0.0,0.2,0.0,0.9234,0.0,2510.33,2.3,-0.9234,0.214,0.485,0.0,0.0,0.0,1.272,0.0,0.036,0.0,10.0,2.0,1157.41,0.8,0.02494,0.4,21.9,1.0,2.075,7.0,0.0,0
08_RT,3,Q3,Sign,Markings,7,13.0,21.0,2,1,1,0,47,0,1,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.2,0.0,0.0,0.182,0.3376,0.0981,0.0,0.007,3136.34,1786.87,3.3,3.1,-0.3376,-0.0981,0.305,0.0,1.8,0.58,0.659,0.568,0.09831,1e-05,0.6,0.0,16.5,100.0,1,1.722,7,0,285.894,35.39488966318235,0.0,0.504,0.693,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,0.0,0.0,0.0,1.603,0.789,0.44139999999999996,0.24912891986062707,External_Hazard,Not_Applicable,0.0,0,-0.6,0,-0.2,0.182,-0.2395,0.007,-1349.4700000000003,-0.19999999999999973,0.2395,-0.305,-1.2200000000000002,-0.09100000000000008,-0.0983,-0.6,83.5,-250.49911033681767,0.504,-0.693,-0.039,0.0,0.0,0.0,-0.458,0.0,-0.814,-0.19227108013937289,0.0,0.0,0.0,5.0,0.6,2.416,0.948,0.0,0.0,0.636,0.0,0.0,0.297,0.0,0.2,0.0,0.3197,0.0,3136.34,3.4,-0.3197,0.303,1.729,0.0,0.039,0.0,0.693,0.0,0.0,0.332,9.0,1.8,1429.47,0.667,0.09459,0.4,16.5,1.0,1.706,7.0,0.0,0
09_RT,3,Q1,Animal,Rabbit,3,22.0,30.0,3,3,2,0,31,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.815,0.8438,0.0,0.0,2979.67,2484.16,1.1,0.9,-0.815,-0.8438,0.087,0.092,1.2,1.73,0.016,0.008,0.00922,0.0045,0.0,0.0,0.0,0.0,1,2.307,3,1,111.85999999999999,181.02730819245775,0.0,1.123,0.0,0.0,0.0,0.0,0.037,0.0,1.365,0.064,0.0,0.232,0.06,0.0,0.0,0.0,0.0,0.0,0.7076,0.3849154746423927,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.028800000000000048,0.0,-495.5100000000002,-0.20000000000000007,-0.028800000000000048,0.0050000000000000044,0.53,-0.008,-0.004720000000000001,0.0,0.0,69.16730819245777,1.123,0.0,0.0,-0.037,-1.301,0.232,-0.06,0.0,0.0,-0.32268452535760733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
09_RT,3,Q2,Speed,Speed2,6,22.0,30.0,3,3,2,0,31,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.8391,0.8323,0.0,0.0,3001.99,4323.04,1.4,1.4,-0.8391,-0.8323,0.114,0.061,3.0,1.79,0.023,0.01,0.00273,0.0,0.0,0.0,0.0,67.5,1,0.56,6,0,434.46400000000006,376.1428571428571,1.024,0.355,0.068,0.0,0.136,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.36607142857142866,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,-0.006799999999999917,0.0,1321.0500000000002,0.0,0.006799999999999917,-0.053000000000000005,-1.21,-0.013,-0.00273,0.0,67.5,-58.321142857142945,-0.669,-0.068,-0.136,0.0,0.0,-0.102,0.0,0.0,0.0,-0.3679285714285713,0.0,0.0,0.0,5.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3401.44,1.2,-1.0,0.106,0.216,0.0,0.032,0.0,0.0,0.0,0.033,0.0,9.0,1.8,1439.82,0.154,0.0,0.0,0.0,1.0,2.307,3.0,1.0,0
09_RT,3,Q3,Sign,Markings,7,22.0,30.0,3,3,2,0,31,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.05,0.5966,0.0,0.0,2756.61,2260.17,1.6,1.4,-0.05,-0.5966,0.111,0.092,1.8,2.1,0.02,0.003,0.00309,0.00169,0.0,0.0,0.0,0.0,1,0.953,7,0,209.164,173.1269674711438,0.376,0.0,0.0,0.0,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736,0.0,0.0,0.0,1.182,0.23,0.46880000000000005,0.7586568730325288,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.5466,0.0,-496.44000000000005,-0.20000000000000018,-0.5466,-0.019000000000000003,0.30000000000000004,-0.017,-0.0013999999999999998,0.0,0.0,-36.0370325288562,-0.376,0.0,-0.362,0.0,0.0,0.0,-0.736,0.0,-0.952,0.2898568730325288,0.0,0.0,0.0,5.0,0.2,0.0,2.787,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.7063,0.0,2822.69,1.4,-0.7063,0.114,0.0,0.063,0.0,0.0,0.0,0.0,0.064,0.47,5.0,1.0,513.29,0.112,0.04861,0.0,5.1,1.0,0.56,6.0,0.0,0
10_RT,3,Q1,Animal,Rabbit,1,10.0,0.0,4,4,0,0,100,1,0,0.0,0.0,0,0,5.0,0.0,0.242,0,0,0.0,0.242,0.0,0.0,0.9799,0.8591,0.0,0.0,2895.37,2046.62,1.3,1.0,-0.9799,-0.8591,0.082,0.103,1.6,2.17,0.228,0.122,0.00152,0.01458,0.0,0.0,34.1,8.9,0,4.138,1,1,208.70999999999998,213.70710488158534,0.168,2.439,0.0,0.0,0.0,0.0,0.322,0.009,0.848,0.0,0.0,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.672,0.4084098598356694,External_Hazard,Not_Applicable,0.0,0,0.242,0,0.242,0.0,-0.12080000000000002,0.0,-848.75,-0.30000000000000004,0.12080000000000002,0.02099999999999999,0.5699999999999998,-0.10600000000000001,0.013059999999999999,0.0,-25.200000000000003,4.997104881585358,2.271,0.0,0.0,-0.313,-0.848,0.0,-0.302,0.0,0.0,-0.26359014016433063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
10_RT,3,Q2,Speed,Speed2,7,10.0,0.0,4,4,0,0,100,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2144.87,2359.63,2.0,1.4,-1.0,-1.0,0.109,0.126,2.0,3.47,0.12,0.003,0.0,0.0,0.0,0.0,0.0,0.0,1,1.439,7,0,139.462,445.69145239749827,0.0,0.284,0.441,0.052,0.0,0.097,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9034000000000001,0.69909659485754,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.0,0.0,214.76000000000022,-0.6000000000000001,0.0,0.017,1.4700000000000002,-0.11699999999999999,0.0,0.0,0.0,306.2294523974983,0.284,-0.389,0.097,-0.042,0.0,0.0,0.0,0.0,0.0,-0.20430340514246004,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2219.21,1.8,-1.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.4,1042.59,0.365,0.0,0.0,0.0,0.0,4.138,1.0,1.0,0
10_RT,3,Q3,Sign,Markings,1,10.0,0.0,4,4,0,0,100,1,0,0.0,0.0,0,0,5.0,0.4,0.207,0,0,0.0,0.207,0.0,0.0,0.0875,0.7715,0.0,0.0,2592.68,2203.06,1.8,1.0,-0.0827,-0.7715,0.111,0.084,1.0,1.65,0.014,0.14,0.00528,0.07214,0.0,0.0,0.0,15.9,0,4.837,1,1,88.272,166.42753772999794,0.296,0.415,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.946,0.8888,0.6814140996485425,External_Hazard,Not_Applicable,0.0,0,-0.19300000000000003,0,0.207,0.0,0.6839999999999999,0.0,-389.6199999999999,-0.8,-0.6888,-0.026999999999999996,0.6499999999999999,0.126,0.06686,0.0,15.9,78.15553772999793,0.119,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.6859999999999999,-0.20738590035145754,0.0,0.0,0.0,5.0,0.4,0.077,0.077,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.2,0.0,0.732,0.0,3096.14,1.6,-0.6591,0.113,0.039,0.0,0.0,0.0,0.064,0.0,0.406,0.35,8.0,1.6,1047.67,0.008,0.23745,0.0,0.0,1.0,1.439,7.0,0.0,1
11_RT,3,Q1,Animal,Rabbit,5,40.0,0.0,5,5,0,0,58,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0437,0.0594,0.0,0.0,1320.26,2106.15,0.0,0.0,-0.0437,-0.0594,0.0,0.003,1.0,0.98,0.0,0.0,0.0,0.00039,0.0,0.0,100.0,91.8,0,4.097,5,1,37.233999999999995,76.46814742494507,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966,0.8452526238711252,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.0157,0.0,785.8900000000001,0.0,-0.0157,0.003,-0.020000000000000018,0.0,0.00039,0.0,-8.200000000000003,39.23414742494508,0.0,0.0,0.0,-0.17,0.634,0.0,0.0,0.0,0.0,-0.12074737612887476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
11_RT,3,Q2,Speed,Speed2,4,40.0,0.0,5,5,0,0,58,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.7324,1.0,0.0,0.0,2439.15,2470.31,1.2,2.4,-0.7324,-1.0,0.17,0.041,1.0,2.3,0.305,0.284,0.10063,0.0,0.4,0.46,28.9,84.1,1,2.173,4,0,120.91199999999999,259.5674183156926,0.0,0.093,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9240681086056144,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.26759999999999995,0.0,31.159999999999854,1.2,-0.26759999999999995,-0.129,1.2999999999999998,-0.02100000000000002,-0.10063,0.06,55.199999999999996,138.6554183156926,0.093,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,-0.07593189139438561,0.0,0.0,0.0,5.0,0.6,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3369,0.0,2425.79,0.8,-0.3369,0.112,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,10.0,2.0,964.16,0.34,0.08607,0.4,26.6,0.0,4.097,5.0,1.0,0
11_RT,3,Q3,Sign,Markings,1,40.0,0.0,5,5,0,0,58,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.4,0.0,0.0,0.0,0.7983,0.7943,0.0,0.0,2550.96,1900.38,2.5,2.4,-0.7983,-0.7943,0.107,0.196,2.0,2.14,0.992,0.454,0.05572,0.00692,0.4,0.428,55.9,15.7,0,2.338,1,1,269.846,212.26689478186483,0.076,0.572,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.401,0.8966,0.5838323353293414,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.4,0.0,-0.0040000000000000036,0.0,-650.5799999999999,-0.10000000000000009,0.0040000000000000036,0.08900000000000001,0.14000000000000012,-0.538,-0.048799999999999996,0.02799999999999997,-40.2,-57.57910521813517,0.49599999999999994,-0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.36500000000000005,-0.31276766467065853,0.0,0.0,0.0,5.0,0.2,0.264,0.264,0.0,0.0,0.588,0.0,0.0,0.0,0.0,0.2,0.0,0.8235,0.0,2283.25,1.8,-0.8235,0.182,0.031,0.362,0.0,0.0,0.739,0.0,0.0,0.0,10.0,2.0,1135.13,1.531,0.03056,0.4,40.2,1.0,2.173,4.0,0.0,0
12_RT,3,Q1,Animal,Rabbit,4,8.0,17.0,2,3,2,0,76,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.9872,0.8756,0.0,0.0,1739.29,1618.12,1.4,0.8,-0.9872,-0.8756,0.085,0.099,2.2,1.31,0.059,0.012,0.00019,0.01486,0.0,0.0,18.9,0.0,1,2.292,4,1,142.092,74.57678883071554,0.0,0.501,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587999999999999,0.7814136125654451,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,-0.11159999999999992,0.0,-121.17000000000007,-0.5999999999999999,0.11159999999999992,0.013999999999999999,-0.8900000000000001,-0.047,0.01467,0.0,-18.9,-67.51521116928447,0.501,0.0,-0.206,0.0,0.0,0.0,0.0,0.0,0.0,-0.17738638743455482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
12_RT,3,Q2,Speed,Speed2,6,8.0,17.0,2,3,2,0,76,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.4,0.0,0.0,0.0,0.7748,1.0,0.0,0.0,2710.84,2823.63,1.4,1.5,-0.7748,-1.0,0.114,0.099,2.2,3.25,0.103,0.006,0.05784,0.0,0.2,0.0,6.0,0.0,1,1.538,6,0,317.51,522.9713914174253,0.0,0.102,0.15,0.345,0.171,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8874000000000001,0.7093628088426529,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.4,0.0,0.22519999999999996,0.0,112.78999999999996,0.10000000000000009,-0.22519999999999996,-0.015,1.0499999999999998,-0.09699999999999999,-0.05784,-0.2,-6.0,205.46139141742526,0.102,0.19499999999999998,-0.171,-0.242,0.0,0.0,0.0,0.0,0.0,-0.17803719115734717,0.0,0.0,0.0,5.0,0.4,1.873,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.2,0.0,0.7183,0.0,2831.42,1.4,-0.7183,0.11,0.098,0.0,0.0,0.0,0.273,0.0,0.033,0.0,9.0,1.8,1396.19,0.021,0.10399,0.0,0.0,1.0,2.292,4.0,1.0,0
12_RT,3,Q3,Sign,Markings,5,8.0,17.0,2,3,2,0,76,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0322,0.0311,0.0,0.0,1927.06,2540.64,2.0,1.6,-0.0322,-0.0311,0.113,0.092,0.8,2.83,0.011,0.016,0.00037,0.00039,0.0,0.0,0.0,0.0,1,1.769,5,0,57.588,349.6947427925382,0.568,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712,0.146,0.744,0.9039005087620124,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,-0.0011000000000000003,0.0,613.5799999999999,-0.3999999999999999,0.0011000000000000003,-0.021000000000000005,2.0300000000000002,0.005000000000000001,1.9999999999999998e-05,0.0,0.0,292.10674279253817,-0.5439999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.566,0.15990050876201245,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4862,0.0,2534.0,1.5,-0.4862,0.117,0.913,0.0,0.19,0.0,0.0,0.0,0.0,0.0,6.0,1.2,601.35,0.044,0.17367,0.0,0.0,1.0,1.538,6.0,0.0,0
