Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
13_RT,3,Q1,Animal,Rabbit,7,40.0,0.0,4,4,0,0,14,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0379,0.0379,0.0,0.0,2233.18,2001.54,0.0,0.0,-0.0379,-0.0379,0.0,0.0,2.2,2.34,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1,2.564,7,1,213.39600000000002,184.07566302652106,0.0,0.728,0.0,0.0,0.0,0.0,0.257,0.0,0.036,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9414,0.6782371294851794,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-231.63999999999987,0.0,0.0,0.0,0.13999999999999968,0.0,0.0,0.0,0.0,-29.32033697347896,0.728,0.0,0.0,-0.257,0.061000000000000006,0.0,0.0,0.0,0.0,-0.26316287051482057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
13_RT,3,Q2,Speed,Speed2,7,40.0,0.0,4,4,0,0,14,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.6143,0.7053,0.0,0.0,2381.26,2273.98,0.0,-0.0,0.6088,0.7053,0.0,0.0,2.4,1.79,0.0,0.001,0.19135,0.07264,0.0,0.0,100.0,100.0,1,2.24,7,1,273.598,227.2366071428571,0.0,0.279,0.0,0.0,0.0,0.0,0.587,0.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826,0.690625,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.09100000000000008,0.0,-107.2800000000002,-0.0,0.09650000000000003,0.0,-0.6099999999999999,0.001,-0.11871,0.0,0.0,-46.3613928571429,0.279,0.0,0.0,-0.173,0.0,0.0,0.0,0.0,0.0,-0.191975,0.0,0.0,0.0,5.0,0.0,0.26,0.0,0.0,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0379,0.0,2684.9,0.0,-0.0379,0.0,0.277,0.0,0.0,0.0,0.178,0.0,0.079,0.0,13.0,2.6,1742.04,0.0,0.0,0.0,100.0,1.0,2.564,7.0,1.0,0
13_RT,3,Q3,Sign,Markings,7,40.0,0.0,4,4,0,0,14,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.1188,0.8963,0.0,0.0,2348.2,2212.36,0.5,0.7,-0.0039,-0.8963,0.078,0.077,1.8,1.05,0.049,0.001,0.01917,0.01426,0.0,0.0,0.0,0.0,1,1.9,7,1,265.248,76.50526315789475,1.58,0.967,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.068,0.321,0.4119999999999999,0.3221052631578947,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.7775,0.0,-135.8399999999997,0.19999999999999996,-0.8924,-0.0010000000000000009,-0.75,-0.048,-0.0049099999999999994,0.0,0.0,-188.74273684210524,-0.6130000000000001,-0.292,0.0,0.0,0.0,0.0,0.0,0.0,-0.7470000000000001,-0.08989473684210525,0.0,0.0,0.0,5.0,0.0,2.186,2.372,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0277,0.0,2003.66,0.0,0.021,0.0,0.808,0.588,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,747.18,0.0,0.00066,0.0,100.0,1.0,2.24,7.0,1.0,0
14_RT,3,Q1,Animal,Rabbit,3,28.0,2.0,4,2,0,0,29,0,1,0.0,0.0,0,0,5.0,0.0,0.632,0,0,0.0,0.0,0.0,0.0,0.9999,0.9361,0.0,0.0,3119.89,2453.38,2.2,2.3,-0.9999,-0.9361,0.174,0.234,2.2,1.26,0.161,0.354,0.0,0.00548,0.6,0.316,7.0,35.7,0,3.166,3,1,294.05,169.21983575489577,0.077,1.687,0.427,0.031,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8992000000000001,0.39260897030953884,External_Hazard,Not_Applicable,0.0,0,0.632,0,0.0,0.0,-0.06379999999999997,0.0,-666.5099999999998,0.09999999999999964,0.06379999999999997,0.060000000000000026,-0.9400000000000002,0.19299999999999998,0.00548,-0.284,28.700000000000003,-124.83016424510424,1.61,-0.396,0.0,0.0,0.205,0.0,0.0,0.0,0.0,-0.5065910296904612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
14_RT,3,Q2,Speed,Speed2,7,28.0,2.0,4,2,0,0,29,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8781,0.9997,0.0,0.0,3090.06,2122.69,2.9,4.1,-0.8781,-0.9997,0.258,0.322,1.4,2.38,0.515,0.141,0.02113,0.0,0.4,0.596,25.9,14.2,1,1.679,7,0,237.594,336.75402025014887,0.0,0.199,0.031,0.164,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.077,0.0,0.9784,0.7206670637284097,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.12160000000000004,0.0,-967.3699999999999,1.1999999999999997,-0.12160000000000004,0.064,0.98,-0.374,-0.02113,0.19599999999999995,-11.7,99.16002025014888,0.199,0.133,0.071,0.0,0.0,0.0,0.0,0.035,-0.077,-0.25773293627159033,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.037,0.0,0.4,0.0,0.8777,0.0,2672.1,3.3,-0.8777,0.254,0.0,0.0,0.037,0.035,0.164,0.0,0.0,0.084,8.0,1.6,1048.77,0.596,0.02101,0.4,25.9,0.0,3.166,3.0,1.0,0
14_RT,3,Q3,Sign,Markings,1,28.0,2.0,4,2,0,0,29,0,1,0.0,0.0,0,0,5.0,0.2,0.311,0,0,0.2,0.311,0.0,0.0,0.2749,0.946,0.0,0.0,2891.07,2369.76,3.7,3.0,-0.0621,-0.946,0.201,0.21,1.4,1.87,0.606,0.39,0.14657,0.01324,0.6,0.311,28.1,35.0,0,3.211,1,1,221.638,202.48832139520403,0.24,0.0,0.061,0.206,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199,0.0,0.035,0.04,1.386,0.037,0.6016,0.9118654624727499,External_Hazard,Not_Applicable,0.0,0,0.11099999999999999,0,0.11099999999999999,0.0,0.6711,0.0,-521.31,-0.7000000000000002,-0.8838999999999999,0.00899999999999998,0.4700000000000002,-0.21599999999999997,-0.13333,-0.289,6.899999999999999,-19.14967860479598,-0.24,0.145,-0.071,0.0,0.0,0.0,-0.199,0.0049999999999999975,-1.349,0.3102654624727499,0.0,0.0,0.0,5.0,0.2,3.352,1.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2559,0.0,3436.13,3.6,-0.0371,0.173,1.422,0.24,0.0,0.04,0.031,0.0,0.0,0.0,6.0,1.2,1004.2,0.542,0.09367,0.4,38.1,1.0,1.679,7.0,0.0,1
15_RT,3,Q1,Animal,Rabbit,7,4.0,0.0,3,4,0,0,73,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8687,0.8955,0.0,0.0,2036.8,3089.44,2.1,3.1,-0.8687,-0.8955,0.158,0.161,1.6,0.89,0.5,0.043,0.01264,0.01045,0.0,0.0,0.0,0.0,0,2.245,7,1,106.332,187.77282850779508,0.102,1.312,0.0,0.0,0.0,0.0,0.075,0.0,0.089,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9468,0.2779510022271715,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.026799999999999935,0.0,1052.64,1.0,-0.026799999999999935,0.0030000000000000027,-0.7100000000000001,-0.457,-0.002190000000000001,0.0,0.0,81.44082850779509,1.21,0.0,0.0,-0.075,0.22,0.0,0.0,0.0,0.0,-0.6688489977728285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
15_RT,3,Q2,Speed,Speed2,7,4.0,0.0,3,4,0,0,73,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.9568,0.759,0.0,0.0,2490.61,2827.0,3.8,2.2,-0.9568,-0.759,0.186,0.04,2.0,3.85,0.435,0.387,0.00313,0.0003,0.4,0.0,13.5,58.6,1,1.558,7,0,261.142,483.7163029525032,0.0,0.393,0.0,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312,0.0,0.7375999999999999,0.6097560975609756,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.19779999999999998,0.0,336.3899999999999,-1.5999999999999996,0.19779999999999998,-0.146,1.85,-0.04799999999999999,-0.00283,-0.4,45.1,222.57430295250322,0.393,0.215,0.0,0.0,0.0,0.0,0.0,0.0,-1.312,-0.12784390243902433,0.0,0.0,0.0,5.0,0.2,0.457,0.457,0.476,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.8933,0.0,2549.23,3.4,-0.8933,0.137,0.0,0.042,0.393,0.0,0.215,0.0,0.0,0.0,14.0,2.8,1637.8,1.308,0.00982,0.4,31.7,0.0,2.245,7.0,1.0,0
15_RT,3,Q3,Sign,Markings,1,4.0,0.0,3,4,0,0,73,0,1,0.0,0.0,0,0,5.0,0.4,0.562,0,0,0.4,0.281,0.0,0.0,0.7531,0.1933,0.0,0.0,2911.84,2769.67,2.8,4.3,-0.7531,-0.1929,0.166,0.163,1.6,0.56,1.144,0.57,0.03603,0.00971,0.4,0.281,31.7,40.9,0,3.557,1,1,221.49200000000002,98.06016305875738,0.042,0.594,0.215,0.0,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.874,0.7834,0.5872926623559179,External_Hazard,Not_Applicable,0.0,0,0.16200000000000003,0,-0.119,0.0,-0.5598,0.0,-142.17000000000007,1.5,0.5602,-0.0030000000000000027,-1.04,-0.574,-0.02632,-0.119,9.2,-123.43183694124264,0.5519999999999999,-0.215,-0.393,0.0,0.0,0.0,0.0,0.0,0.441,-0.19610733764408206,0.0,0.0,0.0,5.0,0.4,4.972,4.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3682,0.0,1510.65,3.6,-0.3682,0.255,1.273,0.147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,42.97,1.52,0.1082,0.4,10.9,1.0,1.558,7.0,0.0,1
16_RT,3,Q1,Animal,Rabbit,6,8.0,20.0,2,1,2,0,32,1,0,0.0,0.0,0,0,5.0,0.2,0.285,0,0,0.2,0.285,0.0,0.0,0.5378,0.8077,0.0,0.0,2876.73,1609.3,1.5,1.6,-0.5363,-0.8077,0.223,0.141,2.2,0.57,1.625,0.268,0.16298,0.01817,0.4,0.285,12.0,0.0,1,3.504,6,0,293.92199999999997,32.617009132420094,0.0,2.704,0.0,0.0,0.167,0.0,0.672,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.8193999999999999,0.22831050228310498,External_Hazard,Not_Applicable,0.0,0,0.08499999999999996,0,0.08499999999999996,0.0,0.26990000000000003,0.0,-1267.43,0.10000000000000009,-0.2714,-0.08200000000000002,-1.6300000000000003,-1.357,-0.14481000000000002,-0.11500000000000005,-12.0,-261.3049908675799,2.704,0.0,-0.167,-0.672,0.0,0.0,-0.064,0.0,0.0,-0.5910894977168949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
16_RT,3,Q2,Speed,Speed2,7,8.0,20.0,2,1,2,0,32,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.9496,0.8994,0.0,0.0,2257.2,2898.22,3.1,3.0,-0.9496,-0.8994,0.167,0.171,2.4,2.5,0.095,0.004,0.0021,0.00449,0.2,0.0,0.0,0.0,1,1.6,7,0,214.68,381.00624999999997,0.0,0.205,0.336,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328,0.8531250000000001,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,-0.05020000000000002,0.0,641.02,-0.10000000000000009,0.05020000000000002,0.0040000000000000036,0.10000000000000009,-0.091,0.00239,-0.2,0.0,166.32624999999996,0.205,-0.336,0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.07967499999999983,0.0,0.0,0.0,5.0,0.4,0.325,0.0,0.0,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.939,0.0,2235.78,3.0,-0.939,0.18,0.258,0.0,0.0,0.0,0.336,0.0,0.0,0.0,12.0,2.4,1051.33,0.174,0.00268,0.2,0.0,1.0,3.504,6.0,0.0,0
16_RT,3,Q3,Sign,Markings,5,8.0,20.0,2,1,2,0,32,1,0,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.4,0.0,0.0,0.0,0.3902,0.3102,0.0,0.0,2467.03,0.0,3.7,2.7,-0.3902,-0.3102,0.204,0.0,1.4,0.0,0.424,0.869,0.08341,0.01017,0.0,0.0,2.2,100.0,1,2.014,5,0,163.978,0.0,0.047,1.131,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,1.397,0.0,0.6641999999999999,0.43843098311817275,External_Hazard,Not_Applicable,0.0,0,-0.6,0,-0.4,0.0,-0.08000000000000002,0.0,-2467.03,-1.0,0.08000000000000002,-0.204,-1.4,0.445,-0.07324,0.0,97.8,-163.978,1.084,0.0,-0.03,0.0,0.0,0.0,-0.205,0.0,-1.397,-0.22576901688182716,0.0,0.0,0.0,5.0,0.4,3.931,2.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2837,0.0,1777.51,3.8,-0.2837,0.17,1.397,0.242,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,250.39,0.415,0.0552,0.2,20.9,1.0,1.6,7.0,0.0,0
17_RT,3,Q1,Animal,Rabbit,5,29.0,0.0,4,5,0,1,61,1,0,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.4,0.0,0.0,0.0,0.8011,0.7044,0.0,0.0,1590.62,1821.01,1.6,1.7,-0.8011,-0.7044,0.112,0.098,1.4,1.86,0.013,0.018,0.01293,0.00305,0.0,0.0,0.0,0.0,1,1.613,5,0,50.827999999999996,96.11903285802852,0.602,0.825,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496,0.38871667699938006,External_Hazard,Not_Applicable,0.0,0,-0.6,0,-0.4,0.0,-0.09670000000000001,0.0,230.3900000000001,0.09999999999999987,0.09670000000000001,-0.013999999999999999,0.4600000000000002,0.004999999999999999,-0.00988,0.0,0.0,45.29103285802852,0.22299999999999998,0.0,0.0,-0.15,0.161,0.0,0.0,0.0,0.0,-0.46088332300061996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
17_RT,3,Q2,Speed,Speed2,7,29.0,0.0,4,5,0,1,61,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.6999,0.9397,0.0,0.0,3387.96,2357.64,1.5,1.9,-0.6999,-0.9397,0.12,0.117,2.4,3.6,0.015,0.002,0.0635,8e-05,0.0,0.0,0.0,0.0,1,1.39,7,0,557.222,353.45323741007195,0.07,0.128,0.068,0.0,0.139,0.0,0.206,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9034000000000001,0.814388489208633,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.2398,0.0,-1030.3200000000002,0.3999999999999999,-0.2398,-0.002999999999999989,1.2000000000000002,-0.013,-0.06342,0.0,0.0,-203.76876258992803,0.057999999999999996,-0.068,-0.139,-0.07599999999999998,0.0,0.0,0.0,0.0,0.0,-0.08901151079136704,0.0,0.0,0.0,5.0,0.0,1.789,0.0,0.504,0.011,0.0,0.0,0.0,0.196,0.0,0.0,0.0,1.0,0.0,3190.59,1.2,-1.0,0.103,1.621,0.0,0.52,0.029,0.0,0.0,0.237,0.306,11.0,2.2,1715.39,0.029,0.0,0.0,0.0,1.0,1.613,5.0,0.0,0
17_RT,3,Q3,Sign,Markings,7,29.0,0.0,4,5,0,1,61,1,0,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.2,0.0,0.0,0.0,0.1027,0.1211,0.0,0.0,3418.28,3982.81,2.1,2.0,-0.1025,-0.1211,0.123,0.123,1.6,1.44,0.025,0.001,0.00449,0.0009,0.0,0.0,0.0,0.0,1,1.385,7,0,331.59000000000003,355.09747292418774,1.346,1.025,0.318,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.0,0.494,0.0,0.49559999999999993,0.2599277978339351,External_Hazard,Not_Applicable,0.0,0,-0.6,0,-0.2,0.0,0.0184,0.0,564.5299999999997,-0.10000000000000009,-0.018600000000000005,0.0,-0.16000000000000014,-0.024,-0.0035900000000000003,0.0,0.0,23.50747292418771,-0.3210000000000002,-0.318,0.0,-0.075,0.0,0.0,0.0,-0.289,-0.494,-0.23567220216606483,0.0,0.0,0.0,5.0,0.4,1.432,0.296,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.2,0.0,0.6955,0.0,2438.01,1.7,-0.6955,0.119,0.157,0.0,0.0,0.0,0.037,0.0,0.071,0.0,10.0,2.0,1040.43,0.002,0.12687,0.0,0.0,1.0,1.39,7.0,0.0,0
18_RT,3,Q1,Animal,Rabbit,1,2.0,5.0,1,1,0,0,58,0,1,0.0,0.0,0,0,5.0,0.2,0.342,1,0,0.2,0.342,0.0,0.0,0.9253,0.5302,0.0,0.0,2403.65,2186.53,1.8,0.5,-0.9253,-0.5302,0.142,0.068,2.2,1.03,0.197,0.269,0.01925,0.0273,0.0,0.0,0.0,57.7,1,5.84,1,1,260.27,114.44691780821918,0.0,3.637,1.148,0.452,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7704000000000001,0.2876712328767123,External_Hazard,Not_Applicable,0.0,0,0.14200000000000002,-1,0.14200000000000002,0.0,-0.3951,0.0,-217.1199999999999,-1.3,0.3951,-0.07399999999999998,-1.1700000000000002,0.07200000000000001,0.008050000000000002,0.0,57.7,-145.8230821917808,3.637,-0.696,0.0,0.0,0.071,0.0,0.0,0.0,0.0,-0.48272876712328777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
18_RT,3,Q2,Speed,Speed2,7,2.0,5.0,1,1,0,0,58,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8375,1.0,0.0,0.0,2734.63,2191.46,1.0,1.7,-0.8375,-1.0,0.105,0.127,3.0,2.72,0.106,0.008,0.03884,0.0,0.0,0.0,0.0,0.0,1,1.47,7,0,449.226,393.7959183673469,0.0,0.236,1.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7146,0.8394557823129252,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.16249999999999998,0.0,-543.1700000000001,0.7,-0.16249999999999998,0.022000000000000006,-0.2799999999999998,-0.098,-0.03884,0.0,0.0,-55.43008163265307,0.236,-1.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12485578231292516,0.0,0.0,0.0,5.0,0.2,0.437,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.2,0.0,0.9256,0.0,2750.14,1.0,-0.9256,0.102,0.386,0.0,0.0,0.0,0.856,0.0,0.0,0.0,13.0,2.6,1821.25,0.063,0.01631,0.0,0.0,1.0,5.84,1.0,1.0,0
18_RT,3,Q3,Sign,Markings,6,2.0,5.0,1,1,0,0,58,0,1,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0164,0.017,0.0,0.0,2291.93,2493.45,1.9,1.9,0.0022,-0.0167,0.129,0.101,1.6,1.95,0.288,0.034,0.0004,0.0001,0.0,0.0,0.0,0.0,1,2.053,6,0,171.922,261.0131514856308,0.819,0.432,0.432,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433,0.0,0.46319999999999995,0.6415002435460302,External_Hazard,Not_Applicable,0.0,0,-0.6,0,0.0,0.0,0.0005999999999999998,0.0,201.51999999999998,0.0,-0.0189,-0.027999999999999997,0.34999999999999987,-0.254,-0.00030000000000000003,0.0,0.0,89.09115148563077,-0.38699999999999996,-0.128,0.0,0.0,0.0,0.0,0.0,0.0,-1.433,0.17830024354603025,0.0,0.0,0.0,5.0,0.2,1.705,1.957,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8092,0.0,2329.99,1.6,-0.8092,0.099,0.666,0.0,0.158,0.0,0.0,0.0,0.0,0.0,8.0,1.6,764.65,0.023,0.10696,0.0,5.4,1.0,1.47,7.0,0.0,0
