Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
15_RT,5,Q1,Animal,Dog,7.0,4.0,0.0,3,4,0,0,50,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.7367,0.8557,0.0,0.0,2449.44,0.0,1.9,3.7,0.7367,0.8557,0.174,0.26,2.4,0.0,1.062,0.07,0.07414,0.00137,0.0,0.0,0.0,0.0,1,1.059,7.0,0,289.7,0.0,0.603,0.555,0.134,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.27,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8004,0.22096317280453248,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.119,0.0,-2449.44,1.8000000000000003,0.119,0.08600000000000002,-2.4,-0.992,-0.07277,0.0,0.0,-289.7,-0.04799999999999993,-0.134,0.0,-0.13,0.0,0.27,-0.131,0.0,0.0,0.0,-0.5794368271954675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
15_RT,5,Q2,Name,Name2,7.0,4.0,0.0,3,4,0,0,50,0,1,0.0,0.0,0,0,5.0,0.4,0.238,0,0,0.2,0.238,0.0,0.0,0.9506,0.2686,0.0,0.0,2322.8,2614.8,4.1,4.3,0.9506,0.2686,0.214,0.299,2.0,2.14,0.038,0.082,0.00441,0.0433,0.0,0.476,0.0,0.0,1,4.203,7.0,0,214.08800000000002,273.5950511539377,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.118,0.44,0.102,0.0,0.195,0.0,0.0,0.039,0.0,0.0,0.0,0.8506,0.8227456578634309,Dashboard_Recall,Visual_Search,0.0,0,-0.16200000000000003,0,0.03799999999999998,0.0,-0.6819999999999999,0.0,292.0,0.20000000000000018,-0.6819999999999999,0.08499999999999999,0.14000000000000012,0.044000000000000004,0.03889,0.476,0.0,59.50705115393765,0.33,0.0,0.0,0.0,-0.15000000000000002,-0.338,0.195,0.0,-0.039,0.0,-0.02785434213656912,0.0,0.0,0.0,5.0,0.6,0.6920000000000001,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9614,0.0,2208.32,4.1,0.9614,0.208,0.11,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.039,11.0,2.2,1095.33,0.05,0.0019,0.0,0.0,1.0,1.059,7.0,0.0,0
15_RT,5,Q2,Sign,FrostDam,5.0,4.0,0.0,3,4,0,0,50,0,1,0.0,0.0,0,0,5.0,0.4,0.238,0,0,0.2,0.238,0.0,0.0,0.9506,0.2686,0.0,0.0,2322.8,2614.8,4.1,4.3,0.9506,0.2686,0.214,0.299,2.0,2.14,0.038,0.082,0.00441,0.0433,0.0,0.476,0.0,0.0,1,4.203,5.0,0,214.08800000000002,273.5950511539377,0.44,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.118,0.0,0.0,0.0,0.195,0.0,0.33,0.039,0.0,0.0,0.0,0.8506,0.8227456578634309,External_Hazard,Not_Applicable,0.0,0,-0.16200000000000003,0,0.03799999999999998,0.0,-0.6819999999999999,0.0,292.0,0.20000000000000018,-0.6819999999999999,0.08499999999999999,0.14000000000000012,0.044000000000000004,0.03889,0.476,0.0,59.50705115393765,-0.338,0.0,0.0,0.0,-0.15000000000000002,0.0,0.195,0.33,-0.039,0.0,-0.02785434213656912,0.0,0.0,0.0,5.0,0.2,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7191,0.0,2376.2,3.5,0.7191,0.229,0.177,0.16,0.0,0.0,0.032,0.0,0.0,0.0,0.0,15.0,3.0,1303.19,0.421,0.05872,0.4,20.1,1.0,4.203,7.0,0.0,0
16_RT,5,Q1,Animal,Dog,7.0,8.0,20.0,2,1,2,0,7,1,0,0.0,0.0,0,0,5.0,0.2,0.477,0,0,0.2,0.477,0.0,0.0,0.7048,0.7817,0.0,0.0,3160.68,1462.88,2.1,1.9,0.7035,0.7817,0.22,0.118,2.4,0.48,0.925,0.175,0.1506,0.00871,0.2,0.477,0.0,0.0,1,2.095,7.0,0,402.27,30.16706443914081,0.564,1.947,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.166,0.0,0.34,0.0,0.7374,0.019570405727923592,External_Hazard,Not_Applicable,0.0,0,0.27699999999999997,0,0.27699999999999997,0.0,0.07689999999999997,0.0,-1697.7999999999997,-0.20000000000000018,0.07819999999999994,-0.10200000000000001,-1.92,-0.75,-0.14189000000000002,0.27699999999999997,0.0,-372.1029355608592,1.383,-0.243,0.0,0.0,0.0,0.107,0.0,0.0,-0.166,-0.34,-0.7178295942720765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
16_RT,5,Q2,Name,Name2,7.0,8.0,20.0,2,1,2,0,7,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.9784,0.9868,0.0,0.0,2477.72,3280.52,3.1,2.9,0.9784,0.9868,0.218,0.155,2.4,3.33,0.412,0.002,0.00089,8e-05,0.2,0.0,0.0,0.0,1,1.501,7.0,0,300.656,874.536975349767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9496,1.0,Dashboard_Recall,Working_Memory,0.0,0,-0.4,0,0.0,0.0,0.008399999999999963,0.0,802.8000000000002,-0.20000000000000018,0.008399999999999963,-0.063,0.9300000000000002,-0.41,-0.00081,-0.2,0.0,573.8809753497669,0.0,0.0,0.0,0.0,-0.063,-0.189,0.0,0.0,0.0,0.0,0.0504,0.0,0.0,0.0,5.0,0.4,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848,0.0,2499.41,3.1,0.9848,0.212,0.037,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.4,1490.23,0.325,0.00028,0.2,0.0,1.0,2.095,7.0,0.0,0
16_RT,5,Q3,Sign,FrostDam,7.0,8.0,20.0,2,1,2,0,7,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.3828,0.1883,0.0,0.0,3518.69,0.0,3.5,3.1,0.3828,0.1883,0.186,0.127,2.2,0.0,0.371,0.028,0.12342,0.0033,0.4,0.0,0.0,0.0,1,1.442,7.0,0,515.392,0.0,0.0,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.971,1.038,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7928,0.09015256588072115,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.19449999999999998,0.0,-3518.69,-0.3999999999999999,-0.19449999999999998,-0.059,-2.2,-0.34299999999999997,-0.12012,-0.4,0.0,-515.392,0.274,0.0,0.0,0.0,0.06700000000000006,0.0,-0.065,0.0,0.0,0.0,-0.7026474341192788,0.0,0.0,0.0,5.0,0.2,2.376,1.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2462,0.0,3127.74,3.5,0.2462,0.179,1.763,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,9.0,1.8,1487.76,0.325,0.06486,0.4,0.0,1.0,1.501,7.0,0.0,0
17_RT,5,Q1,Animal,Dog,7.0,29.0,0.0,4,5,0,0,38,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.8584,1.0,0.0,0.0,3131.22,2430.23,1.6,2.0,0.8584,1.0,0.122,0.123,2.2,3.07,0.05,0.001,0.02674,0.0,0.0,0.0,0.0,0.0,1,1.303,7.0,0,334.576,356.98388334612434,1.033,0.476,0.034,0.0,0.0,0.0,0.576,0.274,0.0,0.0,0.414,0.0,0.006,0.0,0.0,0.0,0.035,0.0,0.036,0.0,0.5732,0.42440521872601683,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.14159999999999995,0.0,-700.9899999999998,0.3999999999999999,0.14159999999999995,0.0010000000000000009,0.8699999999999997,-0.049,-0.02674,0.0,0.0,22.407883346124322,-0.5569999999999999,-0.034,0.0,-0.30199999999999994,0.0,-0.414,-0.006,0.0,-0.035,-0.036,-0.1487947812739832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
17_RT,5,Q2,Name,Name2,7.0,29.0,0.0,4,5,0,0,38,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.5626,0.1051,0.0,0.0,2567.67,2340.72,2.1,2.4,0.5626,0.1051,0.138,0.127,2.2,1.87,0.082,0.002,0.11452,0.0,0.0,0.0,0.0,0.0,1,1.067,7.0,0,121.926,82.970946579194,0.0,0.0,0.072,0.031,0.0,0.0,0.336,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.9046,0.8987816307403936,Dashboard_Recall,Working_Memory,0.0,0,0.0,0,0.0,0.0,-0.4575,0.0,-226.95000000000027,0.2999999999999998,-0.4575,-0.01100000000000001,-0.33000000000000007,-0.08,-0.11452,0.0,0.0,-38.955053420805996,0.0,-0.040999999999999995,0.0,-0.259,0.0,0.0,0.0,0.0,-0.069,0.0,-0.005818369259606326,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.328,0.0,0.564,0.0,0.0,0.24,0.0,0.0,0.2,0.0,0.7569,0.0,3060.67,1.8,0.7569,0.122,0.0,0.0,0.511,0.0,0.533,0.0,0.0,0.263,0.035,11.0,2.2,1313.59,0.026,0.0261,0.0,0.0,1.0,1.303,7.0,0.0,0
17_RT,5,Q3,Sign,FrostDam,7.0,29.0,0.0,4,5,0,0,38,1,0,0.0,0.0,0,0,5.0,0.2,0.937,0,0,0.2,0.0,0.0,0.0,0.6085,0.5605,0.0,0.0,3207.65,2341.83,2.3,2.3,0.6085,0.5605,0.135,0.137,1.6,2.81,0.005,0.001,0.13221,0.00024,0.0,0.0,0.0,0.0,1,1.067,7.0,0,457.674,315.4076850984068,1.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7474000000000001,0.8997188378631678,External_Hazard,Not_Applicable,0.0,0,0.7370000000000001,0,-0.2,0.0,-0.04800000000000004,0.0,-865.8200000000002,0.0,-0.04800000000000004,0.0020000000000000018,1.21,-0.004,-0.13197,0.0,0.0,-142.2663149015932,-1.201,0.0,0.0,0.0,0.107,0.0,-0.062,0.0,0.0,0.0,0.1523188378631677,0.0,0.0,0.0,5.0,0.2,0.98,1.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737,0.0,3326.42,2.3,0.1737,0.132,0.0,0.975,0.032,0.0,0.0,0.008,0.0,0.0,0.0,8.0,1.6,2122.15,0.002,0.02964,0.0,0.0,1.0,1.067,7.0,0.0,0
18_RT,5,Q1,Animal,Dog,4.0,2.0,5.0,1,1,0,0,46,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.9909,1.0,0.0,0.0,3332.81,0.0,1.8,1.0,0.9909,1.0,0.117,0.109,1.2,0.0,0.041,0.009,0.00088,0.0,0.0,0.0,7.0,0.0,1,1.54,4.0,1,335.87600000000003,0.0,1.522,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6768,0.0,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.009099999999999997,0.0,-3332.81,-0.8,0.009099999999999997,-0.008000000000000007,-1.2,-0.032,-0.00088,0.0,-7.0,-335.87600000000003,0.018000000000000016,0.0,0.0,0.0,0.0,0.0,-0.094,0.0,0.0,0.0,-0.6768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
18_RT,5,Q2,Name,Name2,5.0,2.0,5.0,1,1,0,0,46,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.848,1.0,0.0,0.0,2271.85,2662.97,1.7,1.8,0.848,1.0,0.122,0.12,1.4,2.88,0.005,0.001,0.06951,0.0,0.0,0.0,0.0,0.0,1,2.083,5.0,0,206.05,818.036485837734,0.0,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.0,0.0,0.064,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.9872,0.49303888622179554,Dashboard_Recall,Visual_Search,0.0,0,-0.4,0,-0.2,0.0,0.15200000000000002,0.0,391.1199999999999,0.10000000000000009,0.15200000000000002,-0.0020000000000000018,1.48,-0.004,-0.06951,0.0,0.0,611.9864858377339,0.373,0.0,0.0,0.0,0.414,0.0,0.20500000000000002,0.0,0.0,0.0,-0.49416111377820443,0.0,0.0,0.0,5.0,0.0,0.0,0.117,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2702.4,1.6,1.0,0.124,0.179,0.0,0.0,0.0,0.0,0.285,0.0,0.0,0.0,11.0,2.2,2028.83,0.039,0.0,0.0,0.0,1.0,1.54,4.0,1.0,0
18_RT,5,Q3,Sign,FrostDam,7.0,2.0,5.0,1,1,0,0,46,0,1,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0773,0.1095,0.0,0.0,2620.5,2534.1,1.9,2.4,0.0773,0.1095,0.12,0.151,1.0,1.04,0.066,0.006,0.00051,1e-05,0.0,0.0,0.0,0.0,1,0.962,7.0,0,198.85399999999998,103.33679833679834,0.41,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7518,0.5280665280665281,External_Hazard,Not_Applicable,0.0,0,-0.6,0,0.0,0.0,0.032200000000000006,0.0,-86.40000000000009,0.5,0.032200000000000006,0.031,0.040000000000000036,-0.060000000000000005,-0.0005,0.0,0.0,-95.51720166320165,0.04400000000000004,0.0,0.0,0.0,-0.064,0.0,-0.767,0.0,0.0,0.0,-0.22373347193347193,0.0,0.0,0.0,5.0,0.6,0.418,1.61,0.0,0.256,0.0,0.688,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,2288.45,2.0,0.1761,0.118,0.096,0.31,0.0,0.159,0.0,0.767,0.0,0.0,0.0,14.0,2.8,1781.76,0.047,0.07764,0.0,0.0,1.0,2.083,5.0,0.0,0
19_RT,5,Q1,Animal,Dog,7.0,25.0,0.0,4,4,0,0,10,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.6648,0.808,0.0,0.0,1738.42,1867.92,1.1,1.0,0.6648,0.808,0.092,0.097,0.8,1.59,0.117,0.001,0.12869,0.00464,0.0,0.0,0.0,0.0,1,1.255,7.0,1,37.65,141.52191235059763,1.168,0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3167999999999999,0.3450199203187251,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.1432000000000001,0.0,129.5,-0.10000000000000009,0.1432000000000001,0.0050000000000000044,0.79,-0.116,-0.12405,0.0,0.0,103.87191235059763,-0.346,0.0,0.0,0.0,0.0,-2.248,0.0,0.0,0.0,0.0,0.028219920318725167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
19_RT,5,Q2,Name,Name2,7.0,25.0,0.0,4,4,0,0,10,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3001.59,3133.1,1.0,1.3,1.0,1.0,0.097,0.084,2.6,1.52,0.045,0.012,0.0,0.0,0.0,0.0,10.4,0.0,1,1.978,7.0,0,553.2760000000001,192.45702730030334,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.168,0.0,0.037,0.0,0.8004,1.0,Dashboard_Recall,Working_Memory,0.0,0,0.0,0,0.0,0.0,0.0,0.0,131.50999999999976,0.30000000000000004,0.0,-0.012999999999999998,-1.08,-0.033,0.0,0.0,-10.4,-360.8189726996967,0.0,-0.066,0.0,0.0,0.0,0.0,-0.727,0.0,-0.168,-0.037,0.1996,0.0,0.0,0.0,5.0,0.0,0.438,0.0,0.2,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3190.5,1.0,1.0,0.099,0.554,0.0,0.227,0.0,0.0,0.032,0.0,0.0,0.0,12.0,2.4,2637.66,0.023,0.0,0.0,0.0,1.0,1.255,7.0,1.0,0
19_RT,5,Q3,Sign,FrostDam,7.0,25.0,0.0,4,4,0,0,10,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0762,0.0834,0.0,0.0,2686.57,1974.66,1.9,2.6,0.068,0.0834,0.11,0.16,1.4,1.73,0.248,0.025,0.00243,0.0,0.0,0.0,0.0,0.0,1,1.157,7.0,0,146.878,142.7398444252377,2.092,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5638,0.5834053586862575,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,0.007199999999999998,0.0,-711.9100000000001,0.7000000000000002,0.015399999999999997,0.05,0.33000000000000007,-0.223,-0.00243,0.0,0.0,-4.138155574762294,-1.61,0.0,0.0,0.0,-0.089,0.0,0.0,0.0,0.0,0.0,0.019605358686257568,0.0,0.0,0.0,5.0,0.6,0.0,0.748,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2566,0.0,2765.45,1.9,0.2491,0.122,0.089,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1118.17,0.426,0.0886,0.4,0.0,1.0,1.978,7.0,0.0,0
20_RT,5,Q1,Animal,Dog,7.0,2.0,15.0,1,2,6,0,20,0,1,0.0,0.0,0,0,5.0,0.0,0.848,0,0,0.0,0.0,0.0,0.0,0.9723,0.4559,0.0,0.0,2487.41,0.0,1.9,1.4,0.9723,0.4559,0.133,0.097,1.4,0.0,0.026,0.005,0.00287,0.00017,0.0,0.0,0.0,0.0,1,1.179,7.0,0,152.426,0.0,1.269,0.676,0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563,0.2,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.5252,0.2569974554707378,External_Hazard,Not_Applicable,0.0,0,0.848,0,0.0,0.0,-0.5164,0.0,-2487.41,-0.5,-0.5164,-0.036000000000000004,-1.4,-0.020999999999999998,-0.0027,0.0,0.0,-152.426,-0.5929999999999999,-0.517,0.0,0.0,0.0,-0.36299999999999993,0.0,0.0,-0.025,0.0,-0.2682025445292622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
20_RT,5,Q2,Name,Name2,6.0,2.0,15.0,1,2,6,0,20,0,1,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.7798,0.6338,0.0,0.0,2750.84,3556.46,2.0,2.3,0.7798,0.6338,0.135,0.135,2.6,1.98,0.04,0.001,0.01201,0.00025,0.0,0.0,0.0,0.0,1,1.513,6.0,0,435.03999999999996,594.9438202247192,0.0,0.432,0.407,0.0,0.0,0.0,0.0,0.0,0.634,0.596,0.0,0.103,1.071,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.5776,0.22868473231989417,Dashboard_Recall,Visual_Search,0.0,0,-0.6,0,0.0,0.0,-0.14600000000000002,0.0,805.6199999999999,0.2999999999999998,-0.14600000000000002,0.0,-0.6200000000000001,-0.039,-0.01176,0.0,0.0,159.9038202247192,0.432,-0.407,0.0,0.0,-0.038000000000000034,0.103,-1.035,0.0,0.0,0.0,-0.34891526768010583,0.0,0.0,0.0,5.0,0.2,0.81,0.0,0.322,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.2,0.0,0.9812,0.0,3066.88,1.7,0.9812,0.133,0.828,0.0,0.543,0.0,0.0,0.834,0.0,0.0,0.0,13.0,2.6,2723.08,0.048,0.00283,0.0,0.0,1.0,1.179,7.0,0.0,0
