Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
09_RT,5,Q2,Name,Name2,7.0,22.0,30.0,3,3,2,0,0,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.4,0.0,0.0,0.0,0.7571,0.5246,0.0,0.0,2794.02,4012.03,1.6,1.6,0.7571,0.5246,0.11,0.113,2.8,3.41,0.042,0.001,0.01628,2e-05,0.0,0.0,0.0,0.0,1,0.586,7.0,0,568.608,616.160409556314,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.419,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.9019999999999999,1.0,Dashboard_Recall,Working_Memory,0.0,0,-0.4,0,-0.4,0.0,-0.23250000000000004,0.0,1218.0100000000002,0.0,-0.23250000000000004,0.0030000000000000027,0.6100000000000003,-0.041,-0.01626,0.0,0.0,47.552409556314046,0.0,0.0,0.0,-0.033,0.0,0.0,-0.419,0.0,-0.038,0.0,0.09800000000000009,0.0,0.0,0.0,5.0,0.2,1.194,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9798,0.0,2322.76,1.3,0.9798,0.099,1.231,0.0,0.205,0.0,0.037,0.0,0.0,0.0,0.0,13.0,2.6,1453.18,0.203,0.00263,0.4,30.6,1.0,0.633,6.0,0.0,1
09_RT,5,Q3,Sign,FrostDam,7.0,22.0,30.0,3,3,2,0,0,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0814,0.3149,0.0,0.0,2426.99,2170.81,1.8,1.9,0.0814,0.3149,0.118,0.151,2.0,2.88,0.043,0.009,0.00333,3e-05,0.0,0.0,0.0,0.0,1,0.694,7.0,0,189.89000000000001,217.92507204610953,1.136,0.045,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.7454000000000001,0.6109510086455331,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.2335,0.0,-256.17999999999984,0.09999999999999987,0.2335,0.033,0.8799999999999999,-0.033999999999999996,-0.0033,0.0,0.0,28.03507204610952,-1.091,-0.072,0.0,0.0,0.225,0.0,0.0,0.0,-0.065,0.0,-0.13444899135446697,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.8679,0.0,2620.19,1.8,0.8679,0.118,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,11.0,2.2,1045.43,0.271,0.03718,0.4,21.1,1.0,0.586,7.0,0.0,0
10_RT,5,Q1,Animal,Dog,7.0,10.0,0.0,4,4,0,0,100,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8941,0.269,0.0,0.0,2580.63,0.0,1.6,2.0,0.8941,0.269,0.135,0.124,1.4,0.0,0.135,0.001,0.01927,0.00736,0.0,0.0,0.0,0.0,1,1.221,7.0,0,295.728,0.0,0.542,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.117,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.8283999999999999,0.352989352989353,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.6251,0.0,-2580.63,0.3999999999999999,-0.6251,-0.01100000000000001,-1.4,-0.134,-0.011909999999999999,0.0,0.0,-295.728,0.248,0.0,0.0,0.0,0.0,-0.166,-0.117,-0.033,0.0,0.0,-0.4754106470106469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
10_RT,5,Q2,Name,Name2,7.0,10.0,0.0,4,4,0,0,100,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3029.92,3112.75,1.7,0.5,1.0,1.0,0.085,0.096,2.2,4.58,0.236,0.013,0.0,0.0,0.2,0.0,39.0,11.9,1,1.31,7.0,1,384.492,744.5114503816793,0.0,0.117,0.31,0.04,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.345,0.11,0.238,0.0,0.8078,0.716030534351145,Dashboard_Recall,Visual_Search,0.0,0,0.0,0,0.0,0.0,0.0,0.0,82.82999999999993,-1.2,0.0,0.010999999999999996,2.38,-0.22299999999999998,0.0,-0.2,-27.1,360.0194503816793,0.117,-0.27,0.0,-0.068,0.0,0.0,0.105,0.0,-0.235,-0.238,-0.09176946564885491,0.0,0.0,0.0,5.0,0.4,0.368,0.0,0.0,0.0,0.0,0.22,0.0,0.184,0.0,0.0,0.2,0.0,0.9519,0.0,2708.71,1.8,0.9519,0.123,0.639,0.039,0.0,0.0,0.0,0.27,0.0,0.238,0.0,12.0,2.4,2206.68,0.021,0.01571,0.0,0.0,1.0,1.221,7.0,0.0,0
10_RT,5,Q3,Sign,FrostDam,1.0,10.0,0.0,4,4,0,0,100,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.221,0.6541,0.0,0.0,1785.15,2196.69,1.9,1.9,0.221,0.6541,0.129,0.083,0.6,2.61,0.054,0.123,0.00439,0.04082,0.0,0.0,0.0,14.0,1,2.686,1.0,0,33.372,464.5011169024572,1.161,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6272,0.6530156366344007,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,0.43310000000000004,0.0,411.53999999999996,0.0,0.43310000000000004,-0.046,2.01,0.069,0.036430000000000004,0.0,14.0,431.1291169024572,-0.5720000000000001,0.0,0.0,0.0,-0.35999999999999993,0.0,0.0,0.0,0.0,0.0,0.025815636634400674,0.0,0.0,0.0,5.0,0.0,0.44,0.0,0.0,0.253,0.0,0.224,0.027,0.0,0.0,0.0,0.0,0.0,0.9818,0.0,2149.97,1.7,0.9818,0.133,0.137,0.0,0.0,0.059,0.0,0.323,0.058,0.0,0.0,12.0,2.4,1774.16,0.196,0.00152,0.0,0.0,1.0,1.31,7.0,1.0,1
11_RT,5,Q1,Animal,Dog,6.0,40.0,0.0,5,5,0,0,38,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.9503,0.8977,0.0,0.0,1854.89,3220.72,2.1,2.0,0.9503,0.8977,0.177,0.129,2.2,2.53,0.734,0.103,0.01714,0.0059,0.4,0.507,29.6,40.6,1,1.973,6.0,0,233.106,432.81297516472375,0.0,0.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9067999999999999,0.533705017739483,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,-0.05259999999999998,0.0,1365.8299999999997,-0.10000000000000009,-0.05259999999999998,-0.04799999999999999,0.3299999999999996,-0.631,-0.01124,0.10699999999999998,11.0,199.70697516472376,0.884,0.0,0.0,0.0,0.0,0.036,-0.466,0.0,0.0,0.0,-0.37309498226051696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
11_RT,5,Q2,Name,Name2,4.0,40.0,0.0,5,5,0,0,38,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.4,0.0,0.0,0.0,0.7341,1.0,0.0,0.0,2822.55,2287.48,2.5,2.5,0.7341,1.0,0.119,0.184,1.4,1.95,0.951,0.144,0.10579,0.0,0.4,0.0,38.2,0.0,1,2.052,4.0,0,297.028,422.96296296296293,0.0,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.9526,0.8265107212475634,Dashboard_Recall,Visual_Search,0.0,0,-0.4,0,-0.4,0.0,0.2659,0.0,-535.0700000000002,0.0,0.2659,0.065,0.55,-0.8069999999999999,-0.10579,-0.4,-38.2,125.93496296296291,0.291,0.0,0.0,0.0,0.0,0.0,-0.172,0.0,0.0,0.0,-0.12608927875243658,0.0,0.0,0.0,5.0,0.4,0.023,0.023,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.2,0.0,0.6975,0.0,2707.37,2.6,0.6975,0.163,0.048,0.0,0.0,0.0,0.0,0.237,0.0,0.0,0.0,9.0,1.8,1767.94,0.726,0.12433,0.4,38.2,1.0,1.973,6.0,0.0,0
11_RT,5,Q3,Sign,FrostDam,6.0,40.0,0.0,5,5,0,0,38,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.4,0.0,0.0,0.0,0.3057,0.3403,0.0,0.0,1979.42,3039.09,2.0,2.8,-0.2127,0.3403,0.141,0.142,2.4,0.45,0.802,0.034,0.15083,0.02931,0.4,0.454,17.5,0.0,1,2.202,6.0,0,316.358,100.72207084468664,0.177,1.464,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7344,0.335149863760218,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.4,0.0,0.034599999999999964,0.0,1059.67,0.7999999999999998,0.5529999999999999,0.0010000000000000009,-1.95,-0.768,-0.12151999999999999,0.05399999999999999,-17.5,-215.63592915531336,1.287,0.0,0.0,0.0,-0.425,0.0,-0.726,0.0,0.0,0.0,-0.39925013623978206,0.0,0.0,0.0,5.0,0.4,1.1,0.548,0.0,0.0,0.0,0.904,0.12,0.0,0.0,0.0,0.2,0.0,0.6125,0.0,2295.43,1.8,0.0847,0.103,0.394,0.035,0.0,0.0,0.0,1.06,0.032,0.0,0.0,11.0,2.2,2071.35,0.482,0.50088,0.4,36.5,1.0,2.052,4.0,0.0,0
12_RT,5,Q1,Animal,Dog,6.0,8.0,17.0,2,3,2,0,66,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.9845,0.4584,0.0,0.0,2317.73,2906.59,1.6,1.7,0.9845,0.4584,0.122,0.091,2.6,2.62,0.089,0.005,0.00139,0.00555,0.0,0.0,0.0,0.0,1,1.145,6.0,0,260.928,303.3362445414847,0.399,0.099,0.543,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.9135371179039301,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,-0.5261,0.0,588.8600000000001,0.09999999999999987,-0.5261,-0.031,0.020000000000000018,-0.08399999999999999,0.0041600000000000005,0.0,0.0,42.40824454148469,-0.30000000000000004,-0.543,0.0,-0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.12353711790393007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
12_RT,5,Q2,Name,Name2,7.0,8.0,17.0,2,3,2,0,66,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8704,1.0,0.0,0.0,2428.66,2286.82,1.2,1.4,0.8704,1.0,0.102,0.102,1.6,3.64,0.013,0.002,0.02891,0.0,0.0,0.0,0.0,0.0,1,1.099,7.0,0,179.114,228.45313921747044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Dashboard_Recall,Working_Memory,0.0,0,-0.2,0,-0.2,0.0,0.12960000000000005,0.0,-141.8399999999997,0.19999999999999996,0.12960000000000005,0.0,2.04,-0.011,-0.02891,0.0,0.0,49.33913921747043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.36,0.0,0.0,0.0,0.408,0.0,0.0,0.408,0.0,0.0,0.2,0.0,0.9019,0.0,3309.67,1.5,0.9019,0.107,0.194,0.0,0.034,0.0,0.534,0.0,0.0,0.16,0.0,14.0,2.8,2633.39,0.007,0.03499,0.0,0.0,1.0,1.145,6.0,0.0,0
12_RT,5,Q3,Sign,FrostDam,5.0,8.0,17.0,2,3,2,0,66,1,0,0.0,0.0,0,0,5.0,0.4,0.661,0,0,0.0,0.0,0.0,0.0,0.1167,0.7702,0.0,0.0,2207.98,2847.9,2.4,2.0,0.1167,0.7702,0.129,0.111,1.6,3.3,0.006,0.018,0.00109,0.00116,0.0,0.0,0.0,0.0,1,1.514,5.0,0,155.196,532.7080581241744,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.459,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.8158,0.7536327608982827,External_Hazard,Not_Applicable,0.0,0,0.261,0,0.0,0.0,0.6535,0.0,639.9200000000001,-0.3999999999999999,0.6535,-0.018000000000000002,1.6999999999999997,0.011999999999999999,6.999999999999997e-05,0.0,0.0,377.51205812417436,-0.462,0.0,0.0,0.073,-0.29000000000000004,0.0,0.0,0.0,0.0,0.131,-0.062167239101717287,0.0,0.0,0.0,5.0,0.0,2.22,1.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7626,0.0,1988.32,2.0,0.7626,0.14,0.869,0.0,0.064,0.0,0.0,0.0,0.0,0.098,0.0,7.0,1.4,414.94,0.204,0.06369,0.0,0.0,1.0,1.099,7.0,0.0,0
13_RT,5,Q1,Animal,Dog,7.0,40.0,0.0,4,4,0,0,11,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1967.08,2624.18,1.0,0.8,1.0,1.0,0.09,0.083,2.0,3.16,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1,1.265,7.0,1,181.39000000000001,618.6166007905139,0.979,0.514,0.072,0.0,0.0,0.0,0.274,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.635,0.4102766798418972,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.0,0.0,657.0999999999999,-0.19999999999999996,0.0,-0.006999999999999992,1.1600000000000001,-0.004,0.0,0.0,0.0,437.2266007905139,-0.46499999999999997,-0.072,0.0,-0.04200000000000001,0.0,0.0,0.0,0.0,0.0,-0.5,-0.2247233201581028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
13_RT,5,Q2,Name,Name2,7.0,40.0,0.0,4,4,0,0,11,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.7116,0.939,0.0,0.0,2459.71,3538.13,0.9,1.3,0.7116,0.939,0.094,0.095,2.0,1.7,0.019,0.012,0.00519,0.00217,0.0,0.0,0.0,11.1,1,1.768,7.0,0,296.87800000000004,546.6911764705882,0.0,0.0,0.71,0.0,0.0,0.0,2.161,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4258,0.5673076923076924,Dashboard_Recall,Working_Memory,0.0,0,-0.4,0,0.0,0.0,0.22739999999999994,0.0,1078.42,0.4,0.22739999999999994,0.0010000000000000009,-0.30000000000000004,-0.006999999999999999,-0.00302,0.0,11.1,249.81317647058813,0.0,-0.71,0.0,-1.396,0.0,0.0,0.0,0.0,0.0,0.0,0.1415076923076924,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,1.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276,0.0,2191.0,1.0,0.9276,0.093,0.0,0.0,0.0,0.0,1.231,0.0,0.0,0.0,0.0,10.0,2.0,995.88,0.007,0.004,0.0,0.0,1.0,1.265,7.0,1.0,0
13_RT,5,Q3,Sign,FrostDam,7.0,40.0,0.0,4,4,0,0,11,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0225,0.1314,0.0,0.0,2454.03,0.0,1.2,1.2,0.022,0.1314,0.092,0.074,1.4,0.0,0.029,0.022,0.00011,0.00198,0.0,0.0,0.0,4.7,1,2.15,7.0,0,194.778,0.0,0.565,1.701,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805,0.20883720930232552,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.1089,0.0,-2454.03,0.0,0.1094,-0.018000000000000002,-1.4,-0.007000000000000003,0.00187,0.0,4.7,-194.778,1.1360000000000001,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,0.0,0.0,-0.5961627906976745,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717,0.0,2423.26,1.4,0.9717,0.112,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,566.59,0.042,0.00337,0.0,0.0,1.0,1.768,7.0,0.0,0
14_RT,5,Q1,Animal,Dog,7.0,28.0,2.0,4,2,0,0,31,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.9992,0.0,0.0,3221.82,3451.22,1.9,2.8,1.0,0.9992,0.143,0.222,1.8,1.99,0.154,0.069,0.0,0.0,0.6,0.0,7.1,0.0,1,1.004,7.0,0,283.688,368.18725099601596,0.402,0.032,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.8526,0.9053784860557769,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.0008000000000000229,0.0,229.39999999999964,0.8999999999999999,-0.0008000000000000229,0.07900000000000001,0.18999999999999995,-0.08499999999999999,0.0,-0.6,-7.1,84.49925099601597,-0.37,-0.268,0.0,0.0,0.0,0.03,0.0,0.0,0.0,-0.034,0.05277848605577684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
14_RT,5,Q2,Name,Name2,7.0,28.0,2.0,4,2,0,0,31,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8035,1.0,0.0,0.0,3497.25,2255.76,2.7,2.5,0.8035,1.0,0.145,0.136,1.4,1.21,0.125,0.01,0.03056,0.0,0.2,0.0,0.0,0.0,1,1.654,7.0,0,347.254,98.45828295042323,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928000000000001,1.0,Dashboard_Recall,Working_Memory,0.0,0,-0.2,0,-0.2,0.0,0.1965,0.0,-1241.4899999999998,-0.20000000000000018,0.1965,-0.00899999999999998,-0.18999999999999995,-0.115,-0.03056,-0.2,0.0,-248.7957170495768,-0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007199999999999873,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7985,0.0,3214.7,2.8,0.7985,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,8.0,1.6,1771.91,0.152,0.02886,0.0,0.0,1.0,1.004,7.0,0.0,0
14_RT,5,Q3,Sign,FrostDam,7.0,28.0,2.0,4,2,0,0,31,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.1427,0.7092,0.0,0.0,3949.7,1819.71,3.5,2.9,0.1427,0.7092,0.156,0.184,1.4,0.76,0.185,0.006,0.01657,0.01234,0.2,0.0,4.8,0.0,1,1.311,7.0,0,245.37600000000003,45.67505720823799,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.006,0.8872,0.9954233409610984,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.5665,0.0,-2129.99,-0.6000000000000001,0.5665,0.027999999999999997,-0.6399999999999999,-0.179,-0.004230000000000001,-0.2,-4.8,-199.70094279176203,-0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052000000000000005,0.10822334096109842,0.0,0.0,0.0,5.0,0.2,0.695,1.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3108,0.0,2810.18,3.4,0.3108,0.181,0.258,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.4,799.31,0.253,0.09656,0.0,4.8,1.0,1.654,7.0,0.0,0
