Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
34_RT,6,Q1,Sign,LeftBend,6,27.0,5.0,3,4,1,0,38,1,0,48.0,29.02,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.9505,1.0,0.0,0.0,3269.26,2975.53,1.5,1.2,0.9505,1.0,0.101,0.101,3.0,1.45,0.333,0.005,0.01084,0.0,0.4,0.0,27.4,0.0,1,2.067,6,0,570.284,128.72762457668117,0.0,0.639,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.196,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.8654,0.690856313497823,External_Hazard,Not_Applicable,-18.98,0,-0.2,0,-0.2,0.0,0.04949999999999999,0.0,-293.73,-0.30000000000000004,0.04949999999999999,0.0,-1.55,-0.328,-0.01084,-0.4,-27.4,-441.55637542331885,0.639,0.0,0.0,-0.107,0.0,-0.196,0.0,-0.37,0.0,0.0,-0.174543686502177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
34_RT,6,Q2,Speed,Speed3,6,27.0,5.0,3,4,1,0,38,1,0,36.0,69.47,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.9407,1.0,0.0,0.0,3201.92,3422.35,1.9,2.6,0.9407,1.0,0.132,0.123,2.6,2.32,0.089,0.049,0.0055,0.0,0.0,0.579,0.0,35.5,1,1.727,6,0,544.234,257.2437753329473,0.0,0.125,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654,0.0,0.039,0.1,0.0,0.266,0.8548,0.7156919513607413,External_Hazard,Not_Applicable,33.47,0,-0.4,0,0.0,0.0,0.05930000000000002,0.0,220.42999999999984,0.7000000000000002,0.05930000000000002,-0.009000000000000008,-0.28000000000000025,-0.039999999999999994,-0.0055,0.579,35.5,-286.99022466705276,0.125,0.0,0.0,-0.033,0.0,0.0,0.0,-0.654,0.061000000000000006,0.266,-0.13910804863925874,5.0,60.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,NaN,0.0,0.0,0.0,0.9981,0.0,2601.12,1.7,0.9981,0.13,0.0,0.0,0.0,0.0,0.07,0.625,0.0,0.0,0.0,10.0,2.0,1248.78,0.026,2e-05,0.0,2.3,1.0,2.067,6.0,0.0,0
34_RT,6,Q3,Animal,Sheep,6,27.0,5.0,3,4,1,0,38,1,0,36.0,0.0,0,0,5.0,0.4,0.535,0,0,0.2,0.0,0.0,0.0,0.7093,0.8952,0.0,0.0,2864.56,1969.18,2.3,1.8,-0.5578,-0.8952,0.143,0.048,3.0,0.54,0.552,0.142,0.31801,0.00136,0.2,0.535,17.3,62.1,1,1.868,6,0,305.26599999999996,46.19379014989293,0.072,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.16,0.496,0.0,0.44,0.0,0.0,0.0,0.7689999999999999,0.35760171306209854,External_Hazard,Not_Applicable,-36.0,0,0.135,0,-0.2,0.0,0.18589999999999995,0.0,-895.3799999999999,-0.4999999999999998,-0.33740000000000003,-0.09499999999999999,-2.46,-0.41000000000000003,-0.31665,0.335,44.8,-259.072209850107,0.9680000000000001,0.0,0.0,0.0,0.0,-0.147,0.16,-0.496,-0.44,0.0,-0.41139828693790137,4.0,48.0,0.0,5.0,0.4,0.0,0.0,0.2,1.272,0.0,0.14,0.0,0.316,NaN,0.0,0.2,0.0,0.5911,0.0,3341.91,1.7,-0.0334,0.123,0.0,0.0,0.293,1.06,0.0,0.193,0.0,0.147,0.0,14.0,2.8,1388.97,0.331,0.4508,0.2,26.1,1.0,1.727,6.0,0.0,0
35_RT,6,Q1,Sign,LeftBend,7,36.0,5.0,5,4,1,0,88,0,1,12.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.986,0.8,0.0,0.0,2051.15,1689.16,1.4,1.5,0.986,0.8,0.154,0.117,1.6,0.48,0.128,0.024,0.00127,0.01503,0.4,0.0,49.2,31.4,1,2.102,7,0,257.464,23.46336822074215,0.0,0.0,0.535,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.8788,0.9191246431969553,External_Hazard,Not_Applicable,-12.0,0,-0.2,0,0.0,0.0,-0.18599999999999994,0.0,-361.99,0.10000000000000009,-0.18599999999999994,-0.03699999999999999,-1.12,-0.10400000000000001,0.01376,-0.4,-17.800000000000004,-234.00063177925784,0.0,-0.365,0.0,0.0,0.0,0.0,0.0,-0.071,0.0,0.0,0.04032464319695528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
35_RT,6,Q2,Speed,Speed3,7,36.0,5.0,5,4,1,0,88,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.9815,0.0,0.0,2901.13,2256.14,1.5,1.0,1.0,0.9815,0.247,0.018,1.6,3.89,0.378,0.01,0.0,0.00012,0.4,0.0,42.3,78.7,1,1.287,7,1,321.216,391.33644133644134,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.594,0.0,0.0,0.0,0.6811999999999999,0.8562548562548562,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.01849999999999996,0.0,-644.9900000000002,-0.5,-0.01849999999999996,-0.229,2.29,-0.368,0.00012,-0.4,36.400000000000006,70.12044133644133,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.594,0.0,0.17505485625485628,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.2,0.0,0.9379,0.0,3087.86,1.4,0.9379,0.099,0.178,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,11.0,2.2,2124.75,0.12,0.01331,0.4,47.4,1.0,2.102,7.0,0.0,0
36_RT,6,Q1,Sign,LeftBend,6,24.0,0.0,4,4,1,0,16,1,0,36.0,0.0,0,0,5.0,0.2,0.296,0,0,0.2,0.296,0.0,0.0,0.9138,0.71,0.0,0.0,2370.05,1693.51,1.3,1.4,0.9138,0.71,0.081,0.165,1.6,0.89,0.217,0.288,0.01739,0.07796,0.2,0.296,59.1,17.4,1,3.377,6,0,295.17199999999997,48.40687000296121,0.0,0.423,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.856381403612674,External_Hazard,Not_Applicable,-36.0,0,0.09599999999999997,0,0.09599999999999997,0.0,-0.20379999999999998,0.0,-676.5400000000002,0.09999999999999987,-0.20379999999999998,0.084,-0.7100000000000001,0.07099999999999998,0.06057,0.09599999999999997,-41.7,-246.76512999703874,0.423,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.143618596387326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
36_RT,6,Q2,Speed,Speed3,7,24.0,0.0,4,4,1,0,16,1,0,0.0,30.64,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1689.2,2408.23,1.6,1.9,1.0,1.0,0.173,0.063,1.8,2.04,0.13,0.076,0.0,0.0,0.4,0.511,40.8,83.2,1,1.958,7,0,96.608,278.18692543411646,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.992,0.8207354443309499,External_Hazard,Not_Applicable,30.64,0,0.0,0,0.0,0.0,0.0,0.0,719.03,0.2999999999999998,0.0,-0.10999999999999999,0.24,-0.054000000000000006,0.0,0.11099999999999999,42.400000000000006,181.57892543411646,0.31,0.0,0.0,0.041,0.0,0.0,0.0,0.0,-0.04,0.0,-0.17126455566905008,1.0,12.0,0.0,5.0,0.2,0.099,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976,0.0,2450.54,1.3,0.9976,0.114,0.038,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8,633.02,0.209,7e-05,0.4,42.7,1.0,3.377,6.0,0.0,0
36_RT,6,Q3,Animal,Sheep,5,24.0,0.0,4,4,1,0,16,1,0,12.0,0.0,0,0,5.0,0.4,0.421,0,0,0.2,0.421,0.0,0.0,0.6117,0.7504,0.0,0.0,2208.64,1969.18,1.5,2.1,-0.5606,-0.7504,0.379,0.018,1.6,0.84,0.741,0.095,0.14222,0.06833,0.4,0.0,19.9,81.6,1,4.753,5,0,145.43,111.37807700399748,0.0,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.639,0.0,0.0,0.0,0.0,0.0,0.8586,0.7990742688828109,External_Hazard,Not_Applicable,-12.0,0,0.020999999999999963,0,0.22099999999999997,0.0,0.13869999999999993,0.0,-239.4599999999998,0.6000000000000001,-0.18979999999999997,-0.361,-0.7600000000000001,-0.646,-0.07389000000000001,-0.4,61.699999999999996,-34.05192299600253,0.955,0.0,0.0,0.0,0.0,-0.068,0.0,-0.639,0.0,0.0,-0.05952573111718917,1.0,12.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.128,0.404,0.0,0.0,0.0,0.0,0.6738,0.0,2290.75,0.8,0.4467,0.123,0.0,0.0,0.0,0.0,0.0,0.337,0.16,0.0,0.0,7.0,1.4,876.32,0.07,0.37008,0.2,66.3,1.0,1.958,7.0,0.0,0
37_RT,6,Q1,Sign,LeftBend,7,39.0,43.0,5,2,4,0,29,0,1,24.0,0.0,0,0,5.0,0.2,0.0,0,1,0.2,0.0,0.0,0.0,0.866,0.8547,0.0,0.0,2010.43,1971.33,1.5,1.3,0.866,0.8547,0.167,0.018,1.4,1.62,0.335,0.082,0.03228,0.00038,0.0,0.0,8.3,91.8,1,1.853,7,0,235.03400000000002,108.05720453318942,0.0,0.73,0.0,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.8795999999999999,0.404749055585537,External_Hazard,Not_Applicable,-24.0,0,-0.2,1,-0.2,0.0,-0.011299999999999977,0.0,-39.100000000000136,-0.19999999999999996,-0.011299999999999977,-0.14900000000000002,0.2200000000000002,-0.253,-0.031900000000000005,0.0,83.5,-126.9767954668106,0.73,0.373,0.0,0.0,0.0,0.0,0.0,-0.602,0.0,0.0,-0.47485094441446296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
37_RT,6,Q2,Speed,Speed3,7,39.0,43.0,5,2,4,0,29,0,1,0.0,37.96,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1190.52,2491.49,1.8,1.6,1.0,1.0,0.13,0.134,0.6,1.9,0.066,0.003,0.0,0.0,0.2,0.0,0.0,0.0,1,1.581,7,0,19.306,368.78557874762805,0.0,0.374,0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,0.211,0.0,0.042,0.8708,0.4320050600885515,External_Hazard,Not_Applicable,37.96,0,0.0,0,0.0,0.0,0.0,0.0,1300.9699999999998,-0.19999999999999996,0.0,0.0040000000000000036,1.2999999999999998,-0.063,0.0,-0.2,0.0,349.47957874762807,0.374,0.0,0.271,0.0,0.0,0.0,0.0,0.0,-0.43500000000000005,0.042,-0.4387949399114485,3.0,36.0,0.0,5.0,0.4,0.0,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.813,0.0,2665.63,1.2,0.813,0.102,0.0,0.667,0.0,0.0,0.032,0.0,0.0,0.0,0.0,10.0,2.0,1030.81,0.062,0.02379,0.0,22.6,1.0,1.853,7.0,0.0,0
37_RT,6,Q3,Animal,Sheep,6,39.0,43.0,5,2,4,0,29,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.8511,1.0,0.0,0.0,1117.56,2912.9,1.7,1.8,-0.6917,-1.0,0.162,0.004,0.2,1.17,0.286,0.035,0.32232,0.0,0.0,0.0,8.7,100.0,1,2.561,6,0,4.298,182.07731354939477,0.0,1.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.9593999999999999,0.42717688402967585,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.14890000000000003,0.0,1795.3400000000001,0.10000000000000009,-0.3083,-0.158,0.97,-0.251,-0.32232,0.0,91.3,177.77931354939477,1.399,0.0,0.0,0.0,0.0,0.0,-0.135,0.0,0.0,0.0,-0.5322231159703241,1.0,12.0,0.0,5.0,0.2,0.711,0.0,0.0,0.216,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.8901,0.0,1668.7,1.1,0.8901,0.082,0.0,0.0,0.0,0.134,0.0,0.807,0.0,0.0,0.0,11.0,2.2,678.68,0.162,0.0467,0.4,43.1,1.0,1.581,7.0,0.0,0
