Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_rwheel_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
06_RT,4,Q3,Animal,Cat,7,42.0,0.0,5,3,0,0,68,0,1,0.0,0.0,0,0,5.0,0.0,0.639,0,0,0.0,0.0,0.0,0.0,0.9672,0.0496,0.0,0.0,1806.56,0.0,1.7,1.3,-0.9672,0.0364,0.092,0.111,1.0,0.0,0.574,0.021,0.00456,0.00161,0.4,0.0,51.9,20.0,1,1.564,7,0,66.326,0.0,0.307,1.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9324,0.1707161125319694,External_Hazard,Not_Applicable,0.0,0,0.639,0,0.0,0.0,-0.9176,0.0,-1806.56,-0.3999999999999999,1.0036,0.019000000000000003,-1.0,-0.5529999999999999,-0.0029499999999999995,-0.4,-31.9,-66.326,0.99,0.0,0.0,0.0,0.0,0.0,-0.031,0.0,0.0,0.0,-0.7616838874680306,0.0,0.0,0.0,5.0,0.2,0.527,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885,0.0,2667.76,2.2,-0.0885,0.138,0.238,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1176.9,0.605,0.00238,0.4,34.1,1.0,1.49,7.0,0.0,0
07_RT,4,Q1,Speed,Speed3,7,21.0,36.0,3,1,2,0,73,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2720.33,3967.19,1.8,1.5,-1.0,-1.0,0.118,0.087,2.2,0.9,0.415,0.031,0.0,0.0,0.6,0.0,48.2,39.4,1,1.112,7,0,328.23,170.4046762589928,0.0,0.107,0.0,0.0,1.445,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711,0.8660071942446043,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1246.8600000000001,-0.30000000000000004,0.0,-0.031,-1.3000000000000003,-0.384,0.0,-0.6,-8.800000000000004,-157.82532374100722,0.107,0.0,-1.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1550071942446043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
07_RT,4,Q2,Sign,DuckS,5,21.0,36.0,3,1,2,0,73,1,0,0.0,0.0,0,0,5.0,0.0,0.318,0,0,0.0,0.0,0.0,0.0,0.9344,0.1442,0.0,0.0,2700.25,2732.65,2.4,0.7,-0.9344,0.0262,0.156,0.092,2.0,1.91,0.636,0.192,0.01623,0.02376,0.4,0.318,44.3,69.5,0,3.148,5,1,282.786,315.8322744599746,0.0,0.0,0.0,0.0,0.716,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.179,0.0,0.869,1.052,0.0,0.0,0.6258,0.6658195679796697,External_Hazard,Not_Applicable,0.0,0,0.318,0,0.0,0.0,-0.7902,0.0,32.40000000000009,-1.7,0.9606,-0.064,-0.09000000000000008,-0.444,0.0075299999999999985,-0.08200000000000002,25.200000000000003,33.0462744599746,0.0,0.0,-0.716,0.0,-0.107,0.0,0.0,-0.179,0.18300000000000005,0.0,0.04001956797966966,0.0,0.0,0.0,5.0,0.2,0.32,0.0,0.561,0.0,0.0,1.835,0.0,0.0,0.277,0.0,0.0,0.0,0.689,0.0,2632.47,2.3,-0.6098,0.124,0.179,0.0,0.674,0.0,0.0,1.66,0.0,0.0,0.0,12.0,2.4,1718.44,0.805,0.24504,0.2,57.8,1.0,1.112,7.0,0.0,0
07_RT,4,Q3,Animal,Cat,5,21.0,36.0,3,1,2,0,73,1,0,0.0,0.0,0,0,5.0,0.0,0.387,0,0,0.0,0.387,0.0,0.0,1.0,0.6122,0.0,0.0,2904.37,1189.74,2.4,1.2,-1.0,-0.6122,0.165,0.0,3.0,0.77,0.829,0.246,0.0,0.07057,0.4,0.0,37.4,100.0,0,2.582,5,1,427.762,26.293570875290474,0.0,0.302,0.0,0.0,0.0,0.0,0.169,0.0,0.0,0.0,0.0,0.0,0.046,0.121,0.0,0.0,0.541,0.0,0.0,0.0,0.8488,0.8361735089078234,External_Hazard,Not_Applicable,0.0,0,0.387,0,0.387,0.0,-0.38780000000000003,0.0,-1714.6299999999999,-1.2,0.38780000000000003,-0.165,-2.23,-0.583,0.07057,-0.4,62.6,-401.46842912470953,0.302,0.0,0.0,-0.169,0.0,0.0,0.075,0.0,-0.541,0.0,-0.012626491092176617,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.064,0.324,0.0,0.0,0.0,0.0,0.2,0.0,0.2863,0.0,2943.94,3.0,-0.2422,0.328,0.0,0.0,0.043,0.0,0.172,0.435,0.0,0.0,0.0,14.0,2.8,2507.66,0.835,0.09367,0.2,0.0,0.0,3.148,5.0,1.0,0
08_RT,4,Q1,Speed,Speed3,7,13.0,21.0,2,1,1,0,36,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8147,0.9124,0.0,0.0,2989.02,2389.11,2.4,2.2,-0.8147,-0.9124,0.18,0.268,2.0,1.77,0.385,0.038,0.08173,3e-05,0.4,0.885,8.5,4.3,1,1.13,7,0,299.894,191.93805309734515,0.0,0.0,0.0,0.0,0.747,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.7966,1.0,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.09770000000000001,0.0,-599.9099999999999,-0.19999999999999973,-0.09770000000000001,0.08800000000000002,-0.22999999999999998,-0.34700000000000003,-0.0817,0.485,-4.2,-107.95594690265486,0.0,0.0,-0.747,-0.202,0.0,0.0,0.0,0.0,-0.068,0.0,0.20340000000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
08_RT,4,Q2,Sign,DuckS,7,13.0,21.0,2,1,1,0,36,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.7879,0.0335,0.0,0.0,2950.4,2216.43,2.9,3.8,-0.7879,0.0335,0.249,0.155,1.6,1.81,0.55,0.153,0.04054,0.0006,0.6,0.604,13.2,59.3,1,1.656,7,0,239.436,231.5157004830918,0.0,0.205,0.0,0.0,0.032,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.089,0.484,0.0,0.0,0.0,0.0,0.7358,0.5839371980676329,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,-0.7544000000000001,0.0,-733.9700000000003,0.8999999999999999,0.8214,-0.094,0.20999999999999996,-0.397,-0.039939999999999996,0.0040000000000000036,46.099999999999994,-7.920299516908216,0.205,0.0,-0.032,0.0,-1.2,0.0,0.0,0.395,0.0,0.0,-0.15186280193236712,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216,0.0,0.2,0.0,0.7224,0.0,2946.21,3.0,-0.7224,0.257,0.089,0.0,0.032,0.0,0.0,0.0,0.0,0.0,1.2,7.0,1.4,1050.93,0.574,0.08689,0.6,12.2,1.0,1.13,7.0,0.0,0
08_RT,4,Q3,Animal,Cat,3,13.0,21.0,2,1,1,0,36,0,1,0.0,0.0,0,0,5.0,0.2,0.475,1,0,0.2,0.475,0.0,0.0,0.9827,0.5756,0.0,0.0,2321.15,1909.21,2.5,2.6,-0.9827,-0.5756,0.133,0.096,1.0,0.47,0.494,0.194,0.00266,0.03046,0.4,0.475,41.5,52.0,1,2.107,3,0,114.542,31.06786900806834,0.421,1.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,0.0,0.0,0.0,0.7766,0.31798766018035124,External_Hazard,Not_Applicable,0.0,0,0.27499999999999997,-1,0.27499999999999997,0.0,-0.4071,0.0,-411.94000000000005,0.10000000000000009,0.4071,-0.037000000000000005,-0.53,-0.3,0.027800000000000002,0.07499999999999996,10.5,-83.47413099193166,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.696,0.0,-0.4586123398196487,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,1.404,0.0,0.0,0.0,0.0,0.0,0.242,0.3068,0.009,2639.98,2.1,-0.3068,0.212,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,9.0,1.8,1368.27,0.555,0.11176,0.4,44.2,1.0,1.656,7.0,0.0,0
09_RT,4,Q1,Speed,Speed3,6,22.0,30.0,3,3,2,0,11,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.8706,0.9882,0.0,0.0,2642.81,2057.12,1.6,1.5,-0.8706,-0.9882,0.104,0.123,3.0,2.21,0.015,0.013,0.00218,0.0,0.0,0.0,0.0,0.0,1,1.36,6,0,419.54799999999994,184.69117647058823,0.397,0.102,0.098,0.0,0.17,0.697,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.7282,0.4125000000000001,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.11759999999999993,0.0,-585.69,-0.10000000000000009,-0.11759999999999993,0.019000000000000003,-0.79,-0.002,-0.00218,0.0,0.0,-234.8568235294117,-0.29500000000000004,-0.098,0.5269999999999999,-0.547,0.0,0.0,0.0,0.0,-0.147,0.0,-0.31569999999999987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
09_RT,4,Q2,Sign,DuckS,5,22.0,30.0,3,3,2,0,11,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.7661,0.017,0.0,0.0,2309.23,2529.11,1.7,1.7,-0.7661,-0.017,0.116,0.113,2.8,2.82,0.047,0.002,0.06309,0.00014,0.0,0.0,0.0,0.0,1,1.775,5,0,248.536,326.4394366197183,0.0,0.35,0.0,0.0,0.0,0.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.094,1.321,0.58,0.0,0.0,0.5764,0.42309859154929574,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.7491,0.0,219.8800000000001,0.0,0.7491,-0.0030000000000000027,0.020000000000000018,-0.045,-0.06294999999999999,0.0,0.0,77.90343661971832,0.35,0.0,0.0,-0.289,0.0,0.0,0.0,-0.41400000000000003,-0.741,0.0,-0.15330140845070428,0.0,0.0,0.0,5.0,0.0,0.52,0.0,0.0,0.0,0.0,1.012,0.249,0.0,0.0,0.0,0.0,0.0,0.936,0.0,2327.44,1.6,-0.936,0.117,0.508,0.0,0.035,0.0,0.0,1.038,0.289,0.038,0.0,13.0,2.6,1125.89,0.041,0.00633,0.0,0.0,1.0,1.36,6.0,0.0,0
09_RT,4,Q3,Animal,Cat,6,22.0,30.0,3,3,2,0,11,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9344,0.5711,0.0,0.0,2668.59,2991.95,1.4,1.3,-0.9344,-0.5711,0.099,0.145,2.0,2.38,0.055,0.023,0.00852,1e-05,0.0,0.0,11.1,0.0,1,0.841,6,0,219.74,293.38882282996434,0.438,0.079,0.164,0.0,0.063,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.597,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.7076,0.8347205707491082,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.36329999999999996,0.0,323.3599999999997,-0.09999999999999987,0.36329999999999996,0.045999999999999985,0.3799999999999999,-0.032,-0.00851,0.0,-11.1,73.64882282996433,-0.359,-0.164,-0.063,-0.2,0.0,0.0,-0.5369999999999999,0.0,0.0,0.0,0.1271205707491082,0.0,0.0,0.0,5.0,0.0,1.198,1.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,0.0,2743.38,1.7,-0.0938,0.118,1.035,0.032,0.0,0.0,0.0,0.0,0.0,0.034,0.0,6.0,1.2,592.0,0.098,0.01075,0.0,0.0,1.0,1.775,5.0,0.0,0
10_RT,4,Q1,Speed,Speed3,7,10.0,0.0,4,4,0,0,83,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8304,0.4856,0.0,0.0,2822.58,2359.75,1.7,2.1,-0.8304,-0.4856,0.13,0.112,1.6,2.37,0.26,0.006,0.0357,2e-05,0.0,0.0,0.0,0.0,1,1.266,7,0,238.62600000000003,303.30963665086887,0.417,0.218,0.837,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.7414,0.7511848341232228,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.34480000000000005,0.0,-462.8299999999999,0.40000000000000013,0.34480000000000005,-0.018000000000000002,0.77,-0.254,-0.03568,0.0,0.0,64.68363665086883,-0.19899999999999998,-0.837,0.097,0.0,0.0,0.0,0.0,0.0,-0.039,0.0,0.00978483412322284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
10_RT,4,Q2,Sign,DuckS,6,10.0,0.0,4,4,0,0,83,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.5435,0.0739,0.0,0.0,2088.71,2238.1,1.6,1.7,-0.5158,-0.0739,0.115,0.102,1.8,2.76,0.009,0.016,0.22602,5e-05,0.0,0.0,0.0,0.0,1,2.174,6,0,193.724,231.97792088316467,0.155,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.986,0.431,0.0,0.0,0.0,0.0,0.5718,0.5643974241030358,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,-0.4696,0.0,149.38999999999987,0.09999999999999987,0.44190000000000007,-0.013000000000000012,0.9599999999999997,0.007000000000000001,-0.22597,0.0,0.0,38.25392088316468,0.361,0.0,0.0,0.0,0.0,0.0,0.0,-1.555,0.0,0.0,-0.007402575896964136,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.2,0.0,0.972,0.0,2005.15,1.5,-0.972,0.103,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.324,0.0,7.0,1.4,577.42,0.024,0.00446,0.0,0.0,1.0,1.266,7.0,0.0,0
10_RT,4,Q3,Animal,Cat,7,10.0,0.0,4,4,0,0,83,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.9884,1.0,0.0,0.0,2325.93,1716.89,1.9,0.6,-0.9884,-1.0,0.098,0.037,1.6,3.86,0.138,0.02,0.0003,0.0,0.2,0.0,26.7,41.4,1,1.036,7,1,183.952,258.6389961389961,0.387,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.794,0.0,0.0,0.0,0.7638,0.6042471042471043,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.011600000000000055,0.0,-609.0399999999997,-1.2999999999999998,-0.011600000000000055,-0.061000000000000006,2.26,-0.11800000000000001,-0.0003,-0.2,14.7,74.68699613899611,-0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.14,0.0,-0.794,0.0,-0.15955289575289577,0.0,0.0,0.0,5.0,0.2,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2337,0.0,2670.2,1.7,-0.1974,0.127,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,1052.09,0.06,0.07754,0.0,0.0,1.0,2.174,6.0,0.0,0
11_RT,4,Q1,Speed,Speed3,5,40.0,0.0,5,5,0,0,34,0,1,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.4,0.0,0.0,0.0,0.7572,1.0,0.0,0.0,1783.93,1897.61,1.7,1.5,-0.7572,-1.0,0.14,0.043,1.0,2.2,0.705,0.255,0.04407,0.0,0.4,0.441,22.2,70.0,1,2.27,5,0,53.462,223.27312775330395,0.0,0.385,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7572687224669603,External_Hazard,Not_Applicable,0.0,0,-0.6,0,-0.4,0.0,0.24280000000000002,0.0,113.67999999999984,-0.19999999999999996,-0.24280000000000002,-0.09700000000000002,1.2000000000000002,-0.44999999999999996,-0.04407,0.04099999999999998,47.8,169.81112775330394,0.385,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2427312775330397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
11_RT,4,Q2,Sign,DuckS,4,40.0,0.0,5,5,0,0,34,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.8667,0.5004,0.0,0.0,2569.59,2264.9,2.0,2.3,-0.8667,0.1003,0.131,0.141,3.0,1.88,0.145,0.037,0.06858,0.30812,0.2,0.0,3.5,0.0,1,2.659,4,0,415.492,181.00413689356904,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.268,0.099,0.472,0.0,0.073,0.0,0.8308,0.8258743888679955,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,-0.36630000000000007,0.0,-304.69000000000005,0.2999999999999998,0.9670000000000001,0.009999999999999981,-1.12,-0.10799999999999998,0.23954,-0.2,-3.5,-234.48786310643098,0.364,0.0,0.0,0.0,0.0,-0.033,0.0,-0.169,-0.472,-0.073,-0.004925611132004515,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.4,0.0,0.846,0.0,2487.31,2.1,-0.846,0.131,0.0,0.0,0.0,0.0,0.0,0.472,0.0,0.0,0.015,7.0,1.4,955.29,0.47,0.03372,0.4,33.2,1.0,2.27,5.0,0.0,0
11_RT,4,Q3,Animal,Cat,6,40.0,0.0,5,5,0,0,34,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8023,0.7258,0.0,0.0,2236.24,1268.4,2.4,1.4,-0.8023,-0.7258,0.165,0.066,2.6,0.63,0.768,0.119,0.06629,0.02647,0.4,0.0,12.9,49.0,0,1.575,6,1,367.674,23.409523809523808,0.417,1.138,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506,0.0,0.0,0.0,0.7565999999999999,0.2774603174603175,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.07650000000000001,0.0,-967.8399999999997,-1.0,0.07650000000000001,-0.099,-1.9700000000000002,-0.649,-0.03982,-0.4,36.1,-344.26447619047616,0.7209999999999999,0.0,0.0,0.0,-0.294,0.0,0.0,0.0,-0.506,0.0,-0.4791396825396824,0.0,0.0,0.0,5.0,0.2,0.24,0.0,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.0,0.2,0.0,0.3214,0.0,2590.43,1.8,-0.1814,0.107,0.269,0.0,0.0,0.0,0.0,0.634,0.0,0.0,0.0,11.0,2.2,1747.83,0.086,0.13647,0.0,9.5,1.0,2.659,4.0,0.0,0
12_RT,4,Q1,Speed,Speed3,6,8.0,17.0,2,3,2,0,80,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.96,0.8677,0.0,0.0,2510.37,2462.04,1.5,1.5,-0.96,-0.8677,0.119,0.043,2.6,1.94,0.156,0.102,0.00588,0.00572,0.0,0.0,0.0,54.2,1,1.55,6,0,337.786,210.24516129032259,0.034,0.134,0.899,0.0,0.27,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.7528,0.8277419354838709,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.09229999999999994,0.0,-48.32999999999993,0.0,0.09229999999999994,-0.076,-0.6600000000000001,-0.054000000000000006,-0.00015999999999999955,0.0,54.2,-127.54083870967742,0.1,-0.899,-0.137,0.0,0.0,0.0,0.0,0.0,-0.033,0.0,0.07494193548387085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
