Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
07_RT,1,Q1,Animal,Fox,7,21.0,36.0,3,1,2,1,70,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0485,0.1338,0.0,0.0,2804.64,1397.75,0.0,0.4,-0.0485,-0.1338,0.0,0.864,2.2,0.62,0.0,0.216,0.00047,6e-05,0.0,0.616,100.0,2.5,1,1.624,7,1,237.238,24.43965517241379,0.0,0.446,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609,0.0,0.0,0.0,0.0,0.0,0.6648,0.7253694581280788,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.0853,0.0,-1406.8899999999999,0.4,-0.0853,0.864,-1.58,0.216,-0.00041,0.616,-97.5,-212.79834482758622,0.446,0.0,-0.067,0.0,0.0,0.0,0.0,-1.609,0.0,0.0,0.0605694581280789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
07_RT,1,Q2,Speed,Speed1,5,21.0,36.0,3,1,2,1,70,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.9563,0.836,0.0,0.0,2540.96,2301.41,2.3,2.9,-0.9563,-0.836,0.194,0.008,2.2,2.44,1.231,0.522,0.00431,0.02107,0.4,0.0,29.0,98.2,1,1.637,5,0,219.042,299.8472816127062,0.0,0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.08,0.9924,0.5076359193646915,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.12030000000000007,0.0,-239.55000000000018,0.6000000000000001,0.12030000000000007,-0.186,0.23999999999999977,-0.7090000000000001,0.016759999999999997,-0.4,69.2,80.80528161270618,0.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,-0.4847640806353084,0.0,0.0,0.0,5.0,0.2,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8936,0.0,2618.65,2.0,-0.8936,0.199,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,10.0,2.0,1196.07,0.652,0.03475,0.4,31.5,1.0,1.624,7.0,1.0,0
07_RT,1,Q3,Sign,FrogS,3,21.0,36.0,3,1,2,1,70,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.1755,0.0187,0.0,0.0,2736.64,0.0,1.0,0.4,0.1077,-0.0187,0.197,0.06,2.4,0.0,0.593,0.035,0.0288,0.0,0.4,0.0,31.4,44.1,0,1.11,3,1,389.87199999999996,0.0,0.0,0.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.9252,0.5693693693693694,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,-0.1568,0.0,-2736.64,-0.6,-0.1264,-0.137,-2.4,-0.5579999999999999,-0.0288,-0.4,12.700000000000003,-389.87199999999996,0.0,0.478,0.0,0.0,0.0,0.0,0.0,-0.374,0.0,0.0,-0.3558306306306306,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3314.38,2.8,-1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.0,6.0,1.2,1459.81,0.596,0.0,0.4,2.4,1.0,1.637,5.0,0.0,0
08_RT,1,Q1,Animal,Fox,7,13.0,21.0,2,1,1,0,60,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.4784,0.781,0.0,0.0,2965.97,1997.15,0.9,2.8,-0.4784,-0.781,0.215,0.167,1.8,2.16,0.366,0.327,0.14245,0.04204,0.6,0.309,11.3,48.9,1,3.24,7,0,235.12600000000003,180.83024691358023,0.0,0.848,0.0,0.0,0.974,0.0,0.0,0.0,0.0,0.331,0.0,0.0,0.0,0.0,0.554,0.0,0.0,0.0,0.0,0.0,0.6944,0.6361111111111111,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.30260000000000004,0.0,-968.8199999999997,1.9,-0.30260000000000004,-0.04799999999999999,0.3600000000000001,-0.03899999999999998,-0.10041,-0.291,37.599999999999994,-54.29575308641981,0.848,0.0,-0.974,0.0,0.331,0.0,0.0,-0.554,0.0,0.0,-0.058288888888888946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
08_RT,1,Q2,Speed,Speed1,6,13.0,21.0,2,1,1,0,60,0,1,0.0,0.0,0,0,5.0,0.4,0.301,0,0,0.4,0.0,0.0,0.0,0.8444,0.74,0.0,0.0,2080.61,2642.6,1.9,3.1,-0.8444,-0.74,0.238,0.195,0.8,0.9,0.439,0.477,0.04398,0.1126,0.6,0.301,45.0,48.1,1,3.319,6,0,71.136,100.12051822838205,0.0,0.273,0.0,0.0,0.0,0.0,0.904,0.728,0.0,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7836000000000001,0.698403133473938,External_Hazard,Not_Applicable,0.0,0,-0.09900000000000003,0,-0.4,0.0,-0.10440000000000005,0.0,561.9899999999998,1.2000000000000002,0.10440000000000005,-0.04299999999999998,0.09999999999999998,0.03799999999999998,0.06862000000000001,-0.299,3.1000000000000014,28.984518228382058,0.273,0.0,0.0,-0.17600000000000005,0.0,0.0,-0.178,0.0,0.0,0.0,-0.08519686652606207,0.0,0.0,0.0,5.0,0.2,1.716,0.0,0.22,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.2,0.0,0.8469,0.0,2470.42,1.3,-0.8469,0.146,1.726,0.0,0.239,0.0,0.0,0.4,0.0,0.0,0.0,8.0,1.6,875.61,0.628,0.03508,0.4,45.7,1.0,3.24,7.0,0.0,0
08_RT,1,Q3,Sign,FrogS,7,13.0,21.0,2,1,1,0,60,0,1,0.0,0.0,0,0,5.0,0.2,0.248,0,0,0.2,0.248,0.0,0.0,0.8657,0.6544,0.0,0.0,2073.01,2134.49,2.1,2.0,0.8657,0.6544,0.195,0.0,2.2,0.99,0.919,0.761,0.06035,0.02365,0.4,0.0,39.6,100.0,1,4.038,7,0,169.224,118.32095096582465,0.0,0.114,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.905,0.8989598811292719,External_Hazard,Not_Applicable,0.0,0,0.04799999999999999,0,0.04799999999999999,0.0,-0.21130000000000004,0.0,61.47999999999956,-0.10000000000000009,-0.21130000000000004,-0.195,-1.2100000000000002,-0.15800000000000003,-0.036699999999999997,-0.4,60.4,-50.90304903417534,0.114,0.294,0.0,0.0,0.0,0.0,0.0,-0.475,0.0,0.0,-0.006040118870728084,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.946,0.0,1979.55,2.2,0.946,0.194,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,716.71,1.148,0.00948,0.4,39.6,1.0,3.319,6.0,0.0,0
09_RT,1,Q1,Animal,Fox,7,22.0,30.0,3,3,2,0,11,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.7691,0.0,0.0,2912.97,2141.76,1.3,1.9,-1.0,-0.7691,0.108,0.093,2.4,1.67,0.101,0.025,0.0,0.02277,0.0,0.0,12.4,6.3,1,2.389,7,0,317.514,86.65550439514442,0.0,0.269,0.0,0.0,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864,0.0,0.0,0.264,0.302,0.097,0.6212,0.7362913352867309,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.2309,0.0,-771.2099999999996,0.5999999999999999,0.2309,-0.015,-0.73,-0.07600000000000001,0.02277,0.0,-6.1000000000000005,-230.8584956048556,0.269,0.0,-0.728,0.0,0.0,0.0,0.0,-0.864,0.264,-0.205,0.11509133528673088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
09_RT,1,Q2,Speed,Speed1,7,22.0,30.0,3,3,2,0,11,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.9863,1.0,0.0,0.0,2741.51,2034.09,1.8,1.4,-0.9863,-1.0,0.106,0.178,1.6,2.13,0.07,0.033,0.001,0.0,0.0,0.0,7.2,0.0,1,0.939,7,0,162.132,142.82215122470717,0.129,0.438,0.0,0.0,0.0,0.0,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633,0.063,0.0,0.0,0.0,0.0,0.7086,0.4664536741214057,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.013700000000000045,0.0,-707.4200000000003,-0.40000000000000013,-0.013700000000000045,0.072,0.5299999999999998,-0.037000000000000005,-0.001,0.0,-7.2,-19.309848775292835,0.309,0.0,0.0,-0.695,0.0,0.0,0.0,-0.5700000000000001,0.0,0.0,-0.2421463258785943,0.0,0.0,0.0,5.0,0.2,0.444,0.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9335,0.0,2376.43,1.8,-0.9335,0.116,0.273,0.0,0.226,0.0,0.0,0.0,0.0,0.063,0.0,14.0,2.8,1076.56,0.022,0.0085,0.0,0.0,1.0,2.389,7.0,0.0,0
09_RT,1,Q3,Sign,FrogS,7,22.0,30.0,3,3,2,0,11,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.8844,0.7895,0.0,0.0,2529.77,3524.64,1.9,1.9,0.8844,0.7895,0.108,0.102,2.4,1.51,0.051,0.0,0.00997,7e-05,0.0,0.0,2.9,0.0,1,1.328,7,0,201.602,265.94879518072287,0.393,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.036,0.0,0.0,0.367,0.0,0.0,0.0,0.038,0.0,0.7618,0.9728915662650602,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,-0.09489999999999998,0.0,994.8699999999999,0.0,-0.09489999999999998,-0.006000000000000005,-0.8899999999999999,-0.051,-0.009899999999999999,0.0,-2.9,64.34679518072286,-0.393,-0.179,0.0,0.0,0.0,-0.178,0.0,-0.367,0.0,-0.038,0.2110915662650602,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.204,0.0,0.0,0.0,0.304,0.0,0.0,0.0,0.6996,0.0,2145.5,1.8,0.2594,0.121,0.0,0.0,0.084,0.035,0.893,0.0,0.0,0.0,0.365,8.0,1.6,632.0,0.174,0.50784,0.6,17.5,1.0,0.939,7.0,0.0,0
10_RT,1,Q1,Animal,Fox,5,10.0,0.0,4,4,0,0,90,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.9651,0.9323,0.0,0.0,2434.23,2412.25,1.8,1.3,-0.9651,-0.9323,0.105,0.125,2.8,1.45,0.077,0.003,0.00154,0.0,0.0,0.0,0.0,0.0,1,0.692,5,0,358.228,230.40462427745666,0.138,0.02,0.0,0.0,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876,0.127,0.7498,0.7875722543352601,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,-0.03279999999999994,0.0,-21.980000000000018,-0.5,0.03279999999999994,0.020000000000000004,-1.3499999999999999,-0.074,-0.00154,0.0,0.0,-127.82337572254335,-0.11800000000000001,0.0,-0.237,0.0,0.0,0.0,0.0,0.0,0.0,-0.749,0.0377722543352601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
10_RT,1,Q2,Speed,Speed1,7,10.0,0.0,4,4,0,0,90,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9864,1.0,0.0,0.0,2325.02,2786.75,0.8,1.7,-0.9864,-1.0,0.122,0.102,3.0,2.43,0.356,0.006,0.00011,0.0,0.2,0.0,11.6,28.7,1,1.236,7,0,351.32399999999996,327.5728155339806,0.166,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0,1.65,0.0,0.6368,0.8114886731391586,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.013599999999999945,0.0,461.73,0.8999999999999999,-0.013599999999999945,-0.020000000000000004,-0.5699999999999998,-0.35,-0.00011,-0.2,17.1,-23.751184466019367,-0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,-1.65,0.1746886731391586,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946,0.0,0.0,0.0,0.0,0.9849,0.0,1862.44,1.9,-0.9849,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077,0.0,6.0,1.2,346.52,0.068,0.00067,0.0,3.7,1.0,0.692,5.0,0.0,0
10_RT,1,Q3,Sign,FrogS,4,10.0,0.0,4,4,0,0,90,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.5568,0.0,0.0,1964.85,1989.31,1.1,1.9,1.0,0.5568,0.154,0.033,1.2,2.4,0.701,0.183,0.0,0.06364,0.2,0.48,4.5,67.8,0,2.082,4,1,86.70599999999999,150.5907780979827,0.0,0.0,0.46,0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8612,0.5283381364073007,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.44320000000000004,0.0,24.460000000000036,0.7999999999999998,-0.44320000000000004,-0.121,1.2,-0.518,0.06364,0.27999999999999997,63.3,63.88477809798272,0.0,0.453,0.0,0.0,0.0,-0.165,0.0,0.0,0.0,0.0,-0.3328618635926993,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.244,0.0,0.556,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.8977,0.0,2803.55,1.3,-0.8977,0.076,0.0,0.0,0.063,0.0,0.678,0.0,0.0,0.032,0.04,14.0,2.8,2235.99,0.151,0.04079,0.4,46.5,1.0,1.236,7.0,0.0,0
11_RT,1,Q1,Animal,Fox,6,40.0,0.0,5,5,0,0,65,0,1,0.0,0.0,0,0,5.0,0.0,0.564,0,0,0.0,0.0,0.0,0.0,0.9922,0.9804,0.0,0.0,2556.15,2279.95,1.8,1.0,-0.9922,-0.9804,0.125,0.101,1.2,1.13,0.882,0.044,0.00025,0.0001,0.4,0.564,36.4,46.4,1,1.773,6,1,170.096,116.98815566835871,0.181,0.684,0.0,0.0,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.03,0.7662,0.5972927241962773,External_Hazard,Not_Applicable,0.0,0,0.564,0,0.0,0.0,-0.011799999999999922,0.0,-276.2000000000003,-0.8,0.011799999999999922,-0.023999999999999994,-0.07000000000000006,-0.838,-0.00015000000000000001,0.16399999999999992,10.0,-53.10784433164129,0.5030000000000001,0.0,-0.917,0.0,0.0,0.0,0.0,-0.071,0.0,0.03,-0.16890727580372267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
11_RT,1,Q2,Speed,Speed1,7,40.0,0.0,5,5,0,0,65,0,1,0.0,0.0,0,0,5.0,0.4,0.135,0,0,0.4,0.0,0.0,0.0,0.9275,0.7593,0.0,0.0,2123.19,2120.88,1.6,1.0,-0.9275,-0.3196,0.124,0.103,1.2,2.84,0.515,0.65,0.00944,0.57054,0.4,0.135,47.7,42.9,1,7.403,7,1,130.268,295.1290017560449,0.0,0.483,0.0,0.0,0.0,0.0,1.467,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.334,0.7066,0.7677968391192759,External_Hazard,Not_Applicable,0.0,0,-0.265,0,-0.4,0.0,-0.16820000000000002,0.0,-2.3099999999999454,-0.6000000000000001,0.6079,-0.021000000000000005,1.64,0.135,0.5611,-0.265,-4.800000000000004,164.86100175604489,0.483,0.0,0.0,-1.2550000000000001,0.0,0.0,0.0,0.69,0.0,0.334,0.06119683911927587,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.896,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.9094,0.0,1954.63,2.5,-0.9094,0.134,0.0,0.0,0.0,0.202,0.0,0.537,0.0,0.0,0.0,7.0,1.4,575.84,0.901,0.00715,0.2,57.8,1.0,1.773,6.0,1.0,0
11_RT,1,Q3,Sign,FrogS,4,40.0,0.0,5,5,0,0,65,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8983,0.4416,0.0,0.0,1893.32,1844.51,2.3,0.9,0.8983,0.4416,0.133,0.0,1.6,1.32,0.498,0.013,0.01483,0.00051,0.2,0.0,39.9,100.0,1,0.76,4,1,138.66400000000002,82.09210526315789,0.0,0.246,0.902,0.126,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.7564,0.5105263157894737,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.4567,0.0,-48.809999999999945,-1.4,-0.4567,-0.133,-0.28,-0.485,-0.01432,-0.2,60.1,-56.571894736842125,0.246,-0.776,-0.155,0.0,0.0,0.0,0.0,-0.161,0.0,0.0,-0.24587368421052624,0.0,0.0,0.0,5.0,0.0,1.506,1.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6944,0.0,1820.23,1.9,0.6944,0.052,1.061,1.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,346.53,1.048,0.11422,0.2,69.4,1.0,7.403,7.0,1.0,1
12_RT,1,Q1,Animal,Fox,6,8.0,17.0,2,3,2,0,27,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.9253,0.4819,0.0,0.0,2124.06,2538.78,1.9,1.6,-0.9253,-0.4819,0.121,0.09,1.4,1.78,0.015,0.021,0.02086,0.00318,0.0,0.0,0.0,0.0,1,1.125,6,0,131.548,192.4088888888889,0.067,0.359,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.9269999999999999,0.6808888888888889,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.4434,0.0,414.72000000000025,-0.2999999999999998,0.4434,-0.031,0.3800000000000001,0.006000000000000002,-0.01768,0.0,0.0,60.860888888888894,0.292,0.0,-0.069,0.0,0.0,0.0,0.0,-0.229,0.0,0.0,-0.24611111111111106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
12_RT,1,Q2,Speed,Speed1,7,8.0,17.0,2,3,2,0,27,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.9363,1.0,0.0,0.0,2344.81,2935.21,1.6,1.6,-0.9363,-1.0,0.115,0.115,2.0,2.14,0.003,0.001,0.01196,0.0,0.0,0.0,0.0,0.0,1,1.404,7,0,199.082,290.39886039886045,0.0,0.241,0.0,0.0,0.0,0.0,0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8732,0.8283475783475782,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.06369999999999998,0.0,590.4000000000001,0.0,-0.06369999999999998,0.0,0.14000000000000012,-0.002,-0.01196,0.0,0.0,91.31686039886046,0.241,0.0,0.0,-0.634,0.0,0.0,0.0,0.0,0.0,0.0,-0.04485242165242176,0.0,0.0,0.0,5.0,0.2,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8967,0.0,2699.32,1.7,-0.8967,0.119,0.117,0.0,0.0,0.0,0.0,0.033,0.0,0.032,0.0,7.0,1.4,870.54,0.122,0.02893,0.0,0.0,1.0,1.125,6.0,0.0,0
