Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision,Route,Before_Raw_Dwell_r2_Distractor,During_Raw_Dwell_r2_Distractor,Delta_Raw_Dwell_r2_Distractor,Prev_Q_After_Fix_Dwell_r2,Prev_Q_After_Raw_Dwell_r2,Is_First_Event,Before_Dwell_Proportion_Target_Object,Before_Dwell_Proportion_Animal_Distractor,Before_Dwell_Proportion_speed_Distractor,Before_Dwell_Proportion_cone_Distractor,Before_Dwell_Proportion_name_Distractor,Before_Dwell_Proportion_lwheel_Distractor,Before_Dwell_Proportion_map_Distractor,Before_Dwell_Proportion_bumper_Distractor,Before_Dwell_Proportion_Sign_Distractor,Before_Dwell_Proportion_rwheel_Distractor,Before_Dwell_Proportion_r2_Distractor,Before_Diffuse_Gaze_Pct,During_Diffuse_Gaze_Pct,Before_Scanpath_Rate_deg_s,Before_Mean_Saccadic_Velocity_deg_s,During_Scanpath_Rate_deg_s,During_Mean_Saccadic_Velocity_deg_s
08_RT,2,Q2,Sign,Blind,7.0,13.0,21.0,2,1,1,0,57,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.2171,0.2744,0.0,0.0,3103.8,1184.17,2.8,2.5,-0.0117,0.2744,0.181,0.037,1.0,0.41,0.159,0.428,0.08899,0.02453,0.4,0.406,29.8,79.9,1,2.461,7.0,0,209.606,11.645672490857375,0.147,1.058,0.635,1.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8932,1.0,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.0572999999999999,0.0,-1919.63,-0.2999999999999998,0.2860999999999999,-0.144,-0.5900000000000001,0.269,-0.06446,0.006,50.10000000000001,-197.96032750914264,0.911,0.694,0.0,0.0,0.0,0.0,-0.534,0.0,0.0,0.0,-0.7067309223892727,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.8107,0.0,2937.49,2.0,0.8107,0.248,0.0,0.0,0.0,0.0,0.0,0.534,0.0,0.0,0.0,6.0,1.2,1106.98,1.045,0.11137,0.4,33.7,1.0,2.624,7.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0294,0.127,0.0,0.0,0.0,0.0,0.1068,0.0,0.0,0.0,0.0,0.7368,0.0300690776107272,15.628642572,231.42553560000002,0.8683246322633077,88.29408354
08_RT,2,Q3,Animal,Squirrel,7.0,13.0,21.0,2,1,1,0,57,0,1,0.0,0.0,0,0,5.0,0.4,0.558,0,0,0.4,0.0,0.0,0.0,0.7701,0.2839,0.0,0.0,1833.3,0.0,2.8,1.8,0.7701,0.2839,0.164,0.016,1.0,0.0,0.241,0.117,0.06444,0.00041,0.6,0.0,34.8,81.5,1,1.791,7.0,0,60.436,0.0,0.0,0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,External_Hazard,Not_Applicable,0.0,0,0.158,0,-0.4,0.0,-0.4862,0.0,-1833.3,-0.9999999999999998,-0.4862,-0.148,-1.0,-0.1239999999999999,-0.06403,-0.6,46.7,-60.436,0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51535455053043,0.0,0.0,0.0,5.0,0.2,0.0,0.754,0.0,0.0,1.708,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.0,2822.43,1.2,0.996,0.098,0.0,0.298,0.0,0.0,1.024,0.143,0.0,0.0,0.0,8.0,1.6,1743.5,0.417,0.00019,0.4,57.6,1.0,2.461,7.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48464544946957,4.506229032,136.6945146,0.0,0.0
09_RT,2,Q1,Name,Name1,7.0,22.0,30.0,3,3,2,0,26,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.681,0.7388,0.0,0.0,2984.99,3199.76,1.7,1.7,0.681,0.7388,0.113,0.101,2.6,3.78,0.009,0.004,0.01606,0.00048,0.0,0.0,0.0,0.0,1,1.058,7.0,0,486.1060000000001,639.7542533081286,0.292,0.026,0.0,0.0,0.588,0.176,0.0,0.0,0.0,0.0,0.099,0.042,0.331,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.9338,1.0,Dashboard_Recall,Visual_Search,0.0,0,-0.2,0,-0.2,0.0,0.0577999999999999,0.0,214.77000000000044,0.0,0.0577999999999999,-0.0119999999999999,1.1799999999999995,-0.0049999999999999,-0.01558,0.0,0.0,153.64825330812852,-0.2659999999999999,0.0,-0.412,0.0,0.0,-0.057,-0.331,-0.198,0.0,0.0,0.0709761814744801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.058399999999999994,0.0,0.1176,0.0,0.0,0.0198,0.06620000000000001,0.0396,0.0,0.0,0.0,0.6984,0.7693761814744802,36.245035572000006,222.56682437999999,47.701356635160685,238.58050512000003
09_RT,2,Q2,Sign,Blind,7.0,22.0,30.0,3,3,2,0,26,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.1236,0.4789,0.0,0.0,2497.01,1261.81,2.0,1.5,0.0494,0.4789,0.116,0.095,1.2,1.15,0.014,0.007,0.01983,0.00028,0.0,0.0,0.0,0.0,1,0.868,7.0,0,125.12,41.15207373271889,1.218,0.505,0.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,1.0,1.0,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.3553,0.0,-1235.2000000000005,-0.5,0.4295,-0.021,-0.05,-0.007,-0.01955,0.0,0.0,-83.96792626728111,-0.713,-0.291,0.0,0.0,0.0,-0.041,0.0,0.0,0.0,-0.035,-0.2647972350230415,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.152,0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.9812,0.0,3296.77,1.7,0.9812,0.114,0.0,0.0,0.231,0.0,0.203,0.0,0.304,0.031,0.0,12.0,2.4,1920.46,0.026,0.00144,0.0,1.8,1.0,1.058,7.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.24359999999999998,0.058199999999999995,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.007000000000000001,0.0,0.683,0.4182027649769585,9.329197440000002,186.18205962000002,3.068380921658986,94.08307722
09_RT,2,Q3,Animal,Squirrel,5.0,22.0,30.0,3,3,2,0,26,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.7018,1.0,0.0,0.0,2800.9,2076.43,1.5,0.7,0.7018,1.0,0.097,0.082,1.6,2.07,0.084,0.006,0.04096,0.0,0.0,0.0,24.2,1.7,1,0.967,5.0,1,138.106,189.95863495346433,0.847,0.435,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.069,0.0,0.067,0.0,0.038,0.0,1.0,1.0,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.2982,0.0,-724.4700000000003,-0.8,0.2982,-0.015,0.4699999999999997,-0.078,-0.04096,0.0,-22.5,51.85263495346433,-0.412,0.0,-0.073,0.0,0.0,-0.032,0.0,-0.069,-0.067,-0.038,-0.2246448810754912,0.0,0.0,0.0,5.0,0.4,0.0,0.211,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7797,0.0,2707.53,1.7,0.7797,0.127,0.0,0.0,0.584,0.0,0.099,0.0,0.0,0.0,0.0,11.0,2.2,1488.35,0.048,0.01451,0.0,0.0,1.0,0.868,7.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.1694,0.0,0.014599999999999998,0.0,0.0,0.0064,0.0,0.013800000000000002,0.0134,0.0076,0.0,0.7748,0.5501551189245089,10.297459572,208.84070580000002,14.163695739400207,154.82277366
10_RT,2,Q1,Name,Name1,6.0,10.0,0.0,4,4,0,0,96,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.9628,1.0,0.0,0.0,2151.76,1707.83,1.1,2.3,0.9628,1.0,0.115,0.13,2.2,1.91,0.417,0.001,0.00505,0.0,0.2,0.0,26.6,0.0,1,1.57,6.0,0,233.394,205.91082802547768,0.0,0.32,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.44,0.138,0.0,0.0,0.0,0.0,1.0,0.870063694267516,Dashboard_Recall,Visual_Search,0.0,0,-0.2,0,-0.2,0.0,0.0372,0.0,-443.9300000000003,1.1999999999999995,0.0372,0.015,-0.2900000000000002,-0.416,-0.00505,-0.2,-26.6,-27.48317197452232,0.32,0.0,-0.201,0.0,0.0,0.0,0.204,-0.302,0.0,0.0,-0.293456050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0402,0.0,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.8718,0.578343949044586,17.402323428000003,160.43952912000003,15.353123159235668,127.33922046
10_RT,2,Q2,Sign,Blind,6.0,10.0,0.0,4,4,0,0,96,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.201,0.9087,0.0,0.0,2042.03,2119.16,2.2,1.9,0.201,0.9087,0.124,0.117,1.0,1.67,0.006,0.007,0.02618,0.00216,0.0,0.0,0.0,0.0,1,1.196,6.0,0,109.022,226.62207357859535,0.2,0.536,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,0.7077,0.0,77.12999999999988,-0.3000000000000002,0.7077,-0.0069999999999999,0.6699999999999999,0.001,-0.02402,0.0,0.0,117.60007357859534,0.336,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7601672240802676,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.164,0.0,0.0,0.2,0.0,0.4992,0.0,2156.66,1.6,0.4477,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.039,0.0,13.0,2.6,1879.69,0.539,0.19982,0.2,57.7,1.0,1.57,6.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.1998327759197323,8.128898364000001,152.25784086000002,16.897395050167226,158.00880792
10_RT,2,Q3,Animal,Squirrel,4.0,10.0,0.0,4,4,0,0,96,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.7674,1.0,0.0,0.0,2028.39,1392.84,1.0,0.9,0.7674,1.0,0.063,0.115,1.8,0.96,0.123,0.129,0.0604,0.0,0.2,0.0,33.3,0.0,1,3.14,4.0,1,138.03,49.75796178343949,0.095,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.013,0.0,0.0,1.0,1.0,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.2326,0.0,-635.5500000000002,-0.0999999999999999,0.2326,0.052,-0.8400000000000001,0.006,-0.0604,-0.2,-33.3,-88.2720382165605,0.8380000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2719999999999999,0.0,-0.2252738853503185,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7603,0.0,2271.94,2.1,0.7603,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.8,785.7,0.09,0.06372,0.0,0.0,1.0,1.196,6.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056999999999999995,0.0,0.0,0.924,0.6987261146496815,10.291792860000001,151.24081518000003,3.7100531464968154,103.85293607999999
11_RT,2,Q1,Name,Name1,5.0,40.0,0.0,5,5,0,0,56,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2578.91,2414.15,1.4,1.9,1.0,1.0,0.119,0.136,1.8,2.55,0.464,0.23,0.0,0.0,0.4,0.425,36.1,47.0,1,2.353,5.0,0,299.506,410.18274543136414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272,1.0,Dashboard_Recall,Working_Memory,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-164.75999999999976,0.5,0.0,0.017,0.7499999999999998,-0.234,0.0,0.0249999999999999,10.9,110.67674543136415,0.0,0.0,0.0,0.0,0.0,0.0,-0.364,0.0,0.0,0.0,0.0727999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728,0.0,0.0,0.0,0.0,0.9272,1.0,22.331766372,192.28868742,30.584045864853373,180.0038523
11_RT,2,Q2,Sign,Blind,7.0,40.0,0.0,5,5,0,0,56,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.1816,0.034,0.0,0.0,2377.76,2357.55,1.3,1.3,-0.0267,-0.0295,0.174,0.169,2.4,2.71,0.737,0.045,0.05604,0.00109,0.4,0.677,7.6,0.0,1,1.477,7.0,0,338.716,299.14014895057545,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.9076,1.0,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.1476,0.0,-20.210000000000036,0.0,-0.0027999999999999,-0.0049999999999999,0.31,-0.692,-0.05495,0.277,-7.6,-39.57585104942456,0.475,0.0,0.0,0.0,0.0,0.0,-0.462,0.399,0.0,0.0,-0.4993400135409614,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.404,0.552,0.0,0.0,0.0,0.0,0.4,0.0,0.8839,0.0,2522.49,1.8,0.8839,0.188,0.0,0.0,0.0,0.0,0.0,0.662,0.146,0.0,0.0,10.0,2.0,2106.51,1.444,0.00935,0.4,37.5,1.0,2.353,5.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09240000000000001,0.0,0.0,0.0,0.0,0.9076,0.4082599864590386,25.255342392000003,177.29054112000003,22.304487786052807,175.78364310000003
11_RT,2,Q3,Animal,Squirrel,6.0,40.0,0.0,5,5,0,0,56,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.8722,1.0,0.0,0.0,2563.21,2416.88,1.8,2.5,0.8722,1.0,0.155,0.012,1.8,2.25,0.869,0.408,0.0685,0.0,0.2,0.0,37.3,98.5,0,1.779,6.0,1,252.012,524.9803260258573,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.387,0.362,0.0,0.0,0.67,0.0,0.0,1.0,0.7824620573355818,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.1278,0.0,-146.32999999999993,0.7,0.1278,-0.143,0.4499999999999999,-0.461,-0.0685,-0.2,61.2,272.96832602585727,0.0,0.0,-0.13,0.0,0.0,-0.032,0.387,-0.362,0.67,0.0,-0.4893540191118606,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7201,0.0,2014.1,3.1,0.7201,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,394.73,0.19,0.08241,0.2,1.6,1.0,1.477,7.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0064,0.0,0.07239999999999999,0.0,0.0,0.0,0.8952,0.4058459808881394,18.790518744,191.11806402000002,39.14358306913997,180.20740656
12_RT,2,Q1,Name,Name1,6.0,8.0,17.0,2,3,2,0,61,1,0,0.0,0.0,0,0,5.0,0.2,0.0,1,0,0.2,0.0,0.0,0.0,0.8288,1.0,0.0,0.0,2601.58,1697.84,1.9,1.7,0.8288,1.0,0.125,0.099,2.0,1.43,0.046,0.026,0.03186,0.0,0.0,0.0,0.0,0.0,1,1.395,6.0,0,255.272,43.85663082437276,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Dashboard_Recall,Working_Memory,0.0,0,-0.2,-1,-0.2,0.0,0.1712,0.0,-903.74,-0.1999999999999999,0.1712,-0.0259999999999999,-0.5700000000000001,-0.02,-0.03186,0.0,0.0,-211.41536917562723,0.0,0.0,-0.495,0.0,0.0,0.0,0.0,-0.033,0.0,0.0,0.1056000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.8943999999999999,1.0,19.033590864,193.97900796,3.2700381075268816,126.59434608
12_RT,2,Q2,Sign,Blind,7.0,8.0,17.0,2,3,2,0,61,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0751,0.9913,0.0,0.0,1776.23,1907.6,2.2,1.9,0.068,0.9913,0.124,0.136,2.2,1.64,0.006,0.004,0.01303,6e-05,0.0,0.0,0.0,0.0,1,1.222,7.0,0,124.68,78.72340425531915,0.0,0.0,0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,0.9162,0.0,131.3699999999999,-0.3000000000000002,0.9233,0.012,-0.5600000000000003,-0.002,-0.01297,0.0,0.0,-45.95659574468084,0.0,-0.694,0.0,0.0,0.0,0.0,0.0,-0.042,0.0,0.0,0.1472,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2872.76,1.3,1.0,0.102,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.065,13.0,2.6,2099.74,0.003,0.0,0.0,0.0,1.0,1.395,6.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.13879999999999998,0.0,0.0,0.0,0.0,0.0,0.008400000000000001,0.0,0.0,0.0,0.8528,1.0,9.296390160000001,132.43926126,5.869774468085107,142.2344712
12_RT,2,Q3,Animal,Squirrel,4.0,8.0,17.0,2,3,2,0,61,1,0,0.0,0.0,0,0,5.0,0.0,0.327,0,0,0.0,0.327,0.0,0.0,0.9931,0.9001,0.0,0.0,2485.19,2989.15,1.6,1.4,0.9931,0.9001,0.124,0.007,2.6,0.33,0.152,0.359,0.00022,0.01636,0.4,0.0,0.0,97.2,1,3.054,4.0,0,291.896,107.48853962017029,0.089,1.075,0.0,0.0,0.0,0.0,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.242,0.0,0.0,0.0,1.0,1.0,External_Hazard,Not_Applicable,0.0,0,0.327,0,0.327,0.0,-0.0929999999999999,0.0,503.96,-0.2000000000000001,-0.0929999999999999,-0.1169999999999999,-2.27,0.207,0.0161399999999999,-0.4,97.2,-184.40746037982973,0.986,0.0,0.0,-0.363,0.0,0.0,0.0,-0.35,-0.242,0.0,-0.1431973804846104,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6976,0.0,1797.68,2.4,0.6976,0.15,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.4,770.63,0.047,0.04222,0.0,0.0,1.0,1.222,7.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0178,0.0,0.0,0.0726,0.0,0.0,0.0,0.06999999999999999,0.0484,0.0,0.0,0.7912,0.6480026195153896,21.764349552000002,185.30073678000002,8.014560491159138,222.87700230000002
