Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_r2_Distractor,During_Raw_Dwell_r2_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_r2_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_r2,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_r2,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
14_RT,2,Q3,Animal,Squirrel,3,28.0,2.0,4,2,0,0,15,0,1,0.0,0.0,0,0,5.0,0.2,0.459,0,0,0.2,0.459,0.0,0.0,0.9008,0.9244,0.0,0.0,3258.61,2311.58,2.5,3.0,0.9008,0.9244,0.17,0.147,2.6,1.38,0.527,0.012,0.02153,0.01426,0.4,0.0,13.9,18.2,0,2.177,3,1,382.478,114.48782728525494,0.0,1.769,0.0,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.208,0.0,0.9318,0.07119889756545716,External_Hazard,Not_Applicable,0.0,0,0.259,0,0.259,0.0,0.023599999999999954,0.0,-947.0300000000002,0.5,0.023599999999999954,-0.02300000000000002,-1.2200000000000002,-0.515,-0.00727,-0.4,4.299999999999999,-267.9901727147451,1.769,0.253,0.0,0.0,0.0,0.0,0.0,0.0,-0.133,0.0,-0.208,-0.8606011024345428,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.42,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.8421,0.0,3036.99,2.7,0.8421,0.159,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,10.0,2.0,1722.05,0.235,0.03735,0.0,0.0,1.0,1.267,7.0,0.0,0
15_RT,2,Q1,Name,Name1,7,4.0,0.0,3,4,0,0,78,0,1,0.0,0.0,0,0,5.0,0.4,0.32,0,0,0.2,0.0,0.0,0.0,0.7609,0.9751,0.0,0.0,2103.51,3494.57,1.6,3.4,0.7609,0.9751,0.14,0.176,2.6,2.24,0.926,0.01,0.01195,0.00079,0.2,0.0,37.8,0.0,1,3.125,7,0,436.11400000000003,619.9168,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.0,0.105,0.033,0.0,0.0,2.008,0.096,0.272,0.072,0.0,0.0,0.0,0.0,0.5156000000000001,0.9254399999999999,Dashboard_Recall,Visual_Search,0.0,0,-0.08000000000000002,0,-0.2,0.0,0.21419999999999995,0.0,1391.06,1.7999999999999998,0.21419999999999995,0.035999999999999976,-0.3599999999999999,-0.916,-0.01116,-0.2,-37.8,183.80279999999993,0.032,0.0,0.0,0.0,-0.037,-0.072,0.0,-1.912,-0.2,0.0,0.0,0.40983999999999987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
15_RT,2,Q2,Sign,Blind,7,4.0,0.0,3,4,0,0,78,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.3259,0.2719,0.0,0.0,2582.45,2106.8,3.1,2.7,0.2069,0.2719,0.182,0.021,2.0,3.29,0.303,0.257,0.17568,0.00245,0.6,0.0,22.1,60.0,1,1.216,7,0,315.68,313.3470394736842,0.362,0.184,0.158,0.0,0.0,0.365,0.0,0.0,0.0,0.0,0.033,0.0,0.032,0.0,0.096,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.8506,0.5485197368421053,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,-0.05400000000000005,0.0,-475.64999999999964,-0.3999999999999999,0.06499999999999997,-0.161,1.29,-0.045999999999999985,-0.17323,-0.6,37.9,-2.3329605263157873,-0.178,-0.158,0.365,0.0,0.0,-0.033,-0.032,-0.096,-0.066,0.0,0.0,-0.3020802631578947,0.0,0.0,0.0,5.0,0.2,0.496,2.256,0.0,0.52,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.1712,0.0,1903.55,3.0,0.0648,0.137,0.365,0.546,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,757.64,0.341,0.04104,0.4,36.7,1.0,3.125,7.0,0.0,0
15_RT,2,Q3,Animal,Squirrel,4,4.0,0.0,3,4,0,0,78,0,1,0.0,0.0,0,0,5.0,0.2,0.332,0,0,0.0,0.0,0.0,0.0,0.9899,0.9156,0.0,0.0,2119.44,2422.32,2.1,1.9,0.9899,0.9156,0.115,0.102,2.6,1.49,0.522,0.265,0.0009,0.01677,0.2,0.332,36.1,37.5,1,6.032,4,1,226.45999999999998,183.71021220159153,0.0,0.232,0.0,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.033,0.0,0.0,0.0,0.0,0.196,0.0,0.174,1.921,0.0,0.0,0.9057999999999999,0.5537135278514589,External_Hazard,Not_Applicable,0.0,0,0.132,0,0.0,0.0,-0.07430000000000003,0.0,302.8800000000001,-0.20000000000000018,-0.07430000000000003,-0.013000000000000012,-1.11,-0.257,0.01587,0.132,1.3999999999999986,-42.74978779840845,0.232,0.506,0.0,0.0,0.0,-0.068,0.0,0.0,-0.196,1.747,0.0,-0.35208647214854105,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.46,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.4,0.0,0.8395,0.0,2208.43,3.3,0.8395,0.207,0.0,0.0,0.528,0.0,0.098,0.0,0.0,0.0,0.0,0.0,13.0,2.6,959.8,0.775,0.01803,0.4,23.7,1.0,1.216,7.0,0.0,1
16_RT,2,Q1,Name,Name1,6,8.0,20.0,2,1,2,0,11,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.8832,0.9604,0.0,0.0,2958.44,3035.24,2.4,3.1,0.8832,0.9604,0.212,0.207,2.4,2.87,0.207,0.028,0.03174,4e-05,0.2,0.0,0.0,0.0,1,1.396,6,0,323.79,804.0759312320918,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.039,0.0,0.0,0.07,0.0,0.9614,0.917621776504298,Dashboard_Recall,Visual_Search,0.0,0,-0.4,0,-0.2,0.0,0.07720000000000005,0.0,76.79999999999973,0.7000000000000002,0.07720000000000005,-0.0050000000000000044,0.4700000000000002,-0.179,-0.0317,-0.2,0.0,480.28593123209174,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08399999999999999,0.0,-0.07,-0.04377822349570204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
16_RT,2,Q2,Sign,Blind,7,8.0,20.0,2,1,2,0,11,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.1979,0.5641,0.0,0.0,3425.94,2207.74,3.4,3.1,0.1979,0.5641,0.174,0.139,2.0,3.04,0.021,0.042,0.02823,0.01052,0.0,0.0,0.0,0.0,1,1.314,7,0,298.368,317.92998477929984,0.882,0.257,0.0,0.0,0.514,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7208,0.35159817351598177,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.3662000000000001,0.0,-1218.2000000000003,-0.2999999999999998,0.3662000000000001,-0.034999999999999976,1.04,0.021,-0.017710000000000004,0.0,0.0,19.56198477929985,-0.625,0.0,0.08099999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3692018264840182,0.0,0.0,0.0,5.0,0.4,0.468,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.4344,0.0,3079.0,3.3,0.4344,0.174,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,1375.81,0.031,0.14751,0.0,0.0,1.0,1.396,6.0,0.0,0
16_RT,2,Q3,Animal,Squirrel,4,8.0,20.0,2,1,2,0,11,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.9158,1.0,0.0,0.0,1550.01,4069.1,2.5,1.6,0.9158,1.0,0.122,0.199,1.6,1.33,0.212,0.33,0.00521,0.0,0.2,0.571,18.2,41.5,0,5.257,4,1,77.966,395.7865702872361,0.127,2.995,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.55,0.0,0.0,0.0,0.8646,0.3678904318052121,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,0.08420000000000005,0.0,2519.09,-0.8999999999999999,0.08420000000000005,0.07700000000000001,-0.27,0.11800000000000002,-0.00521,0.37099999999999994,23.3,317.8205702872361,2.8680000000000003,0.126,0.0,0.0,0.0,0.0,0.0,0.202,0.0,-0.55,0.0,-0.49670956819478795,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.9986,0.0,2650.69,3.0,0.9986,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,1282.6,0.143,1e-05,0.2,0.0,1.0,1.314,7.0,0.0,0
17_RT,2,Q1,Name,Name1,7,29.0,0.0,4,5,0,0,56,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.7369,0.999,0.0,0.0,3197.78,3495.46,0.6,1.3,0.7369,0.999,0.119,0.117,2.6,1.24,0.297,0.006,0.00885,1e-05,0.2,0.0,19.0,0.0,0,2.415,7,1,370.472,96.67494824016563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.127,0.07,0.0,0.0,0.469,0.0,0.8268000000000001,0.9710144927536233,Dashboard_Recall,Working_Memory,0.0,0,-0.4,0,0.0,0.0,0.2621,0.0,297.67999999999984,0.7000000000000001,0.2621,-0.001999999999999988,-1.36,-0.291,-0.00884,-0.2,-19.0,-273.79705175983435,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,-0.056999999999999995,0.0,-0.469,0.1442144927536232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
17_RT,2,Q2,Sign,Blind,7,29.0,0.0,4,5,0,0,56,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.0995,0.4311,0.0,0.0,2923.73,2904.42,2.2,2.3,0.0995,0.4311,0.133,0.125,3.0,2.65,0.006,0.011,0.00531,0.01648,0.0,0.0,0.0,0.0,1,1.885,7,0,607.3399999999999,312.8700265251989,1.041,0.079,0.0,0.0,0.266,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.345,0.0,0.0,0.114,0.0,0.0,0.0,0.039,0.5256000000000001,0.8769230769230769,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.3316,0.0,-19.309999999999945,0.09999999999999964,0.3316,-0.008000000000000007,-0.3500000000000001,0.004999999999999999,0.011170000000000003,0.0,0.0,-294.469973474801,-0.962,0.0,-0.266,0.0,-0.72,0.0,0.0,-0.345,0.114,0.0,0.039,0.35132307692307685,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.216,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.699,0.0,2754.14,1.8,0.6715,0.124,0.0,0.0,0.037,0.0,0.133,0.034,0.0,0.0,0.0,0.0,12.0,2.4,1689.7,0.02,0.19251,0.0,0.0,0.0,2.415,7.0,1.0,0
17_RT,2,Q3,Animal,Squirrel,7,29.0,0.0,4,5,0,0,56,1,0,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.2,0.0,0.0,0.0,0.704,0.8879,0.0,0.0,2151.98,1545.98,1.8,1.6,0.704,0.8879,0.122,0.084,1.6,0.78,0.008,0.041,0.03399,0.00421,0.0,0.0,0.0,0.0,0,1.28,7,1,63.053999999999995,7.1015625,1.808,1.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.5576,0.15546875000000004,External_Hazard,Not_Applicable,0.0,0,-0.6,0,-0.2,0.0,0.18390000000000006,0.0,-606.0,-0.19999999999999996,0.18390000000000006,-0.03799999999999999,-0.8200000000000001,0.033,-0.02978,0.0,0.0,-55.952437499999995,-0.7270000000000001,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,-0.334,0.0,-0.40213124999999994,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.7853,0.0,3471.73,1.9,0.7853,0.135,0.0,0.0,0.322,0.0,0.033,0.03,0.0,0.0,0.0,0.037,12.0,2.4,1957.76,0.022,0.04293,0.0,0.0,1.0,1.885,7.0,0.0,1
18_RT,2,Q1,Name,Name1,6,2.0,5.0,1,1,0,1,57,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.657,0.9574,0.0,0.0,2669.99,1852.34,1.7,1.8,0.657,0.9574,0.115,0.145,2.8,1.52,0.151,0.003,0.06293,0.00152,0.0,0.0,0.0,0.0,1,1.32,6,0,509.546,119.1060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8667999999999999,1.0,Dashboard_Recall,Working_Memory,0.0,0,-0.2,0,-0.2,0.0,0.3004,0.0,-817.6499999999999,0.10000000000000009,0.3004,0.029999999999999985,-1.2799999999999998,-0.148,-0.06141,0.0,0.0,-390.4399393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.666,0.0,0.0,0.0,0.1332000000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
18_RT,2,Q2,Sign,Blind,7,2.0,5.0,1,1,0,1,57,0,1,0.0,0.0,0,0,5.0,0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0219,0.1813,0.0,0.0,2571.29,0.0,1.7,2.4,0.0109,0.1813,0.117,0.127,1.0,0.0,0.174,0.007,0.00062,0.00098,0.0,0.0,12.8,0.0,1,0.99,7,0,205.86599999999999,0.0,1.161,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6778000000000001,0.013131313131313143,External_Hazard,Not_Applicable,0.0,0,-0.6,0,0.0,0.0,0.1594,0.0,-2571.29,0.7,0.1704,0.009999999999999995,-1.0,-0.16699999999999998,0.00035999999999999997,0.0,-12.8,-205.86599999999999,-0.18400000000000005,0.0,0.0,0.0,0.0,0.0,-0.109,-0.341,0.0,0.0,0.0,-0.664668686868687,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1843.74,1.7,1.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.8,660.09,0.078,0.0,0.0,0.0,1.0,1.32,6.0,0.0,0
18_RT,2,Q3,Animal,Squirrel,6,2.0,5.0,1,1,0,1,57,0,1,0.0,0.0,0,0,5.0,0.6,0.543,0,0,0.0,0.543,0.0,0.0,0.7575,0.2313,0.0,0.0,2202.59,1938.63,1.3,1.1,0.7575,0.2313,0.094,0.083,2.0,1.09,0.049,0.001,0.00614,0.01697,0.0,0.0,13.8,10.0,0,1.84,6,1,340.182,83.90760869565216,0.106,0.187,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,0.0,0.0,0.0,1.4,0.801,0.0,0.0,0.5594,0.33369565217391306,External_Hazard,Not_Applicable,0.0,0,-0.05699999999999994,0,0.543,0.0,-0.5262,0.0,-263.96000000000004,-0.19999999999999996,-0.5262,-0.010999999999999996,-0.9099999999999999,-0.048,0.01083,0.0,-3.8000000000000007,-256.2743913043479,0.081,0.238,0.0,0.0,0.0,0.0,0.0,-0.697,0.0,-0.5989999999999999,0.0,-0.22570434782608695,0.0,0.0,0.0,5.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.9703,0.0,3022.15,1.8,0.9703,0.134,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,2045.78,0.146,0.00678,0.0,0.0,1.0,0.99,7.0,0.0,1
19_RT,2,Q1,Name,Name1,7,25.0,0.0,4,4,0,0,4,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.6457,0.988,0.0,0.0,3086.87,1599.29,1.1,1.0,0.6457,0.988,0.097,0.093,1.8,3.18,0.012,0.002,0.10592,0.00011,0.0,0.0,0.0,0.0,1,1.257,7,1,394.928,173.9777247414479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9202,1.0,Dashboard_Recall,Working_Memory,0.0,0,-0.2,0,-0.2,0.0,0.34229999999999994,0.0,-1487.58,-0.10000000000000009,0.34229999999999994,-0.0040000000000000036,1.3800000000000001,-0.01,-0.10581,0.0,0.0,-220.9502752585521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.399,0.0,0.0,0.0,0.07979999999999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
19_RT,2,Q2,Sign,Blind,7,25.0,0.0,4,4,0,0,4,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0299,0.3774,0.0,0.0,2421.08,1159.21,1.4,1.4,0.0207,0.3774,0.108,0.095,2.0,0.73,0.015,0.004,0.00169,0.00383,0.0,0.0,0.0,0.0,1,1.367,7,0,208.346,19.948792977322604,0.0,0.432,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9938,0.6839795171909291,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,0.34750000000000003,0.0,-1261.87,0.0,0.3567,-0.012999999999999998,-1.27,-0.011,0.00214,0.0,0.0,-188.3972070226774,0.432,0.0,-0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30982048280907093,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,NaN,0.0,0.18,0.0,0.0,0.0,1.0,0.0,2318.92,0.6,1.0,0.07,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.189,11.0,2.2,906.72,0.131,0.0,0.4,44.4,1.0,1.257,7.0,1.0,0
19_RT,2,Q3,Animal,Squirrel,6,25.0,0.0,4,4,0,0,4,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.5294,0.7359,0.0,0.0,1622.1,1503.91,0.6,1.0,0.5294,0.7359,0.058,0.09,1.2,0.58,0.091,0.008,0.06871,0.05373,0.0,0.0,44.4,0.0,0,3.435,6,1,48.836,18.88791848617176,2.657,2.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4686,0.17409024745269283,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.20650000000000002,0.0,-118.18999999999983,0.4,0.20650000000000002,0.031999999999999994,-0.62,-0.08299999999999999,-0.014979999999999993,0.0,-44.4,-29.94808151382824,0.18000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29450975254730716,0.0,0.0,0.0,5.0,0.2,0.0,0.604,0.22,0.0,0.0,0.0,0.0,NaN,0.0,0.212,0.0,0.0,0.0,0.987,0.0,3135.84,0.9,0.987,0.1,0.0,0.391,0.24,0.0,0.0,0.032,0.0,0.0,0.0,0.241,12.0,2.4,2301.9,0.079,0.00135,0.0,0.0,1.0,1.367,7.0,0.0,0
20_RT,2,Q1,Name,Name1,7,2.0,15.0,1,2,6,0,52,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0459,0.7994,0.0,0.0,2953.73,3455.55,0.4,2.6,0.0376,0.7994,0.104,0.208,2.4,3.4,0.383,0.077,0.00651,0.00136,0.2,0.0,49.1,0.0,1,1.471,7,0,398.556,802.05982324949,0.0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533,0.0,0.194,0.0,0.0,0.0,0.444,0.297,0.7657999999999999,0.4357579877634262,Dashboard_Recall,Visual_Search,0.0,0,-0.2,0,0.0,0.0,0.7535,0.0,501.82000000000016,2.2,0.7618,0.104,1.0,-0.306,-0.00515,-0.2,-49.1,403.50382324949004,0.533,0.0,0.0,0.0,0.0,0.0,0.0,-0.533,-0.194,0.0,-0.14700000000000002,-0.3300420122365737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
