Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_r2_Distractor,During_Raw_Dwell_r2_Distractor,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_r2_Distractor,Delta_Raw_Dwell_rwheel_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_r2,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_r2,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
20_RT,2,Q2,Sign,Blind,7,2.0,15.0,1,2,6,0,52,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.8042,0.3559,0.0,0.0,3082.4,1779.79,2.2,2.2,0.7982,-0.3559,0.143,0.142,1.2,0.85,0.042,0.007,0.12909,0.01002,0.0,0.0,0.0,0.0,1,1.176,7,0,160.348,43.46938775510204,0.701,0.547,0.0,0.0,0.745,0.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0,0.315,0.0,0.5850000000000001,-1.8881343956210146e-16,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,-0.44830000000000003,0.0,-1302.6100000000001,0.0,-1.1541000000000001,-0.0010000000000000009,-0.35,-0.035,-0.11907000000000001,0.0,0.0,-116.87861224489797,-0.15399999999999991,0.0,-0.11599999999999999,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,-0.315,-0.5850000000000003,0.0,0.0,0.0,5.0,0.4,0.107,0.107,0.18,0.0,0.0,0.616,0.0,NaN,0.0,0.19,0.0,0.2,0.0,0.8588,0.0,2674.69,2.6,0.8588,0.131,0.0,0.0,0.32,0.0,0.0,0.695,0.0,0.0,0.0,0.205,14.0,2.8,2147.61,0.565,0.01389,0.2,0.0,1.0,1.471,7.0,0.0,0
20_RT,2,Q3,Animal,Squirrel,6,2.0,15.0,1,2,6,0,52,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8501,1.0,0.0,0.0,3309.75,4143.09,2.1,2.2,0.8501,1.0,0.137,0.156,2.2,0.62,0.004,0.01,0.02671,0.0,0.0,0.0,0.0,0.0,1,1.619,6,0,520.082,122.53860407659047,0.786,1.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.038,0.0,0.0,0.052,0.44,0.0,0.0,0.253,0.5471999999999999,0.026559604694255667,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.14990000000000003,0.0,833.3400000000001,0.10000000000000009,0.14990000000000003,0.01899999999999999,-1.58,0.006,-0.02671,0.0,0.0,-397.54339592340955,0.4849999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-1.038,0.052,-0.44,0.253,-0.5206403953057442,0.0,0.0,0.0,5.0,0.2,0.0,0.345,0.544,0.0,0.0,0.548,0.0,NaN,0.0,0.42,0.0,0.0,0.0,0.148,0.0,2677.61,2.4,0.1469,0.136,0.0,0.357,0.673,0.0,0.0,0.601,0.0,0.0,0.0,0.428,15.0,3.0,2148.22,0.049,0.02788,0.0,0.0,1.0,1.176,7.0,0.0,0
21_RT,2,Q1,Name,Name1,6,35.0,0.0,5,3,0,0,92,1,0,0.0,0.0,0,0,5.0,0.2,0.361,0,0,0.2,0.361,0.0,0.0,0.7383,0.81,0.0,0.0,2579.4,3724.89,2.6,2.0,0.7353,0.81,0.174,0.114,2.6,2.52,0.312,0.089,0.09733,0.05201,0.2,0.0,0.0,0.0,1,2.773,6,0,351.526,574.1795888928958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Dashboard_Recall,Working_Memory,0.0,0,0.16099999999999998,0,0.16099999999999998,0.0,0.0717000000000001,0.0,1145.4899999999998,-0.6000000000000001,0.0747000000000001,-0.059999999999999984,-0.08000000000000007,-0.223,-0.04532,-0.2,0.0,222.6535888928958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
21_RT,2,Q2,Sign,Blind,7,35.0,0.0,5,3,0,0,92,1,0,0.0,0.0,0,0,5.0,0.4,0.0,1,0,0.2,0.0,0.0,0.0,0.5417,0.5798,0.0,0.0,1907.47,2942.35,2.9,4.0,0.1964,0.5798,0.166,0.216,2.2,1.54,0.069,0.041,0.37208,0.03844,0.0,0.0,0.0,0.0,0,1.945,7,1,152.64000000000001,360.61182519280203,0.0,0.104,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528,0.9465295629820051,External_Hazard,Not_Applicable,0.0,0,-0.4,-1,-0.2,0.0,0.03810000000000002,0.0,1034.8799999999999,1.1,0.38339999999999996,0.04999999999999999,-0.6600000000000001,-0.028000000000000004,-0.33364000000000005,0.0,0.0,207.97182519280202,0.104,-0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09372956298200508,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.633,0.0,0.0,0.0,NaN,0.0,0.0,1.0,0.0,0.0,0.9399,0.0,2149.55,2.3,0.9399,0.161,0.0,0.0,0.0,0.573,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.6,757.4,0.143,0.01521,0.0,0.0,1.0,2.773,6.0,0.0,1
21_RT,2,Q3,Animal,Squirrel,7,35.0,0.0,5,3,0,0,92,1,0,0.0,0.0,0,0,5.0,0.2,0.383,1,1,0.2,0.383,0.0,0.0,0.9719,0.7327,0.0,0.0,1917.08,1855.74,3.6,1.9,0.9719,0.7327,0.191,0.045,2.4,0.57,0.122,1.985,0.00551,0.11573,0.0,0.191,0.0,71.0,1,5.227,7,0,230.07,38.058159556150756,0.0,2.428,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.9792,0.5280275492634399,External_Hazard,Not_Applicable,0.0,0,0.183,0,0.183,0.0,-0.23919999999999997,0.0,-61.33999999999992,-1.7000000000000002,-0.23919999999999997,-0.14600000000000002,-1.83,1.863,0.11022,0.191,71.0,-192.01184044384922,2.428,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104,0.0,-0.4511724507365601,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.497,0.0,0.0,0.0,NaN,0.0,0.0,1.0,0.0,0.0,0.961,0.0,1614.92,3.6,0.961,0.19,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,524.96,0.065,0.00644,0.0,0.0,0.0,1.945,7.0,1.0,1
22_RT,2,Q1,Name,Name1,7,11.0,0.0,2,4,3,0,65,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.9589,0.9511,0.0,0.0,3686.42,4210.44,2.6,2.5,0.9589,0.9511,0.163,0.132,2.6,3.2,0.129,0.032,0.00523,0.00201,0.0,0.0,0.0,0.0,1,1.873,7,0,532.488,700.4911906033102,0.0,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.109,0.0,0.0,0.332,0.035,0.134,0.198,0.0,0.0,1.483,0.0,0.604,0.6577682861719167,Dashboard_Recall,Visual_Search,0.0,0,-0.2,0,-0.2,0.0,-0.007800000000000029,0.0,524.0199999999995,-0.10000000000000009,-0.007800000000000029,-0.031,0.6000000000000001,-0.097,-0.00322,0.0,0.0,168.00319060331014,0.299,0.0,0.0,0.0,0.0,0.078,0.0,-0.29700000000000004,0.064,0.0,-1.483,0.05376828617191676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
22_RT,2,Q2,Sign,Blind,7,11.0,0.0,2,4,3,0,65,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0733,0.3249,0.0,0.0,2845.51,2677.21,2.6,2.7,0.0733,0.3249,0.148,0.133,2.4,2.32,0.009,0.007,0.00095,0.00836,0.0,0.0,0.0,0.0,1,1.296,7,0,233.06199999999998,293.7345679012346,1.601,0.454,0.0,0.0,0.572,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.439,0.071,0.47759999999999997,0.4621913580246914,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,0.25160000000000005,0.0,-168.30000000000018,0.10000000000000009,0.25160000000000005,-0.014999999999999986,-0.08000000000000007,-0.001999999999999999,0.007409999999999999,0.0,0.0,60.6725679012346,-1.147,0.0,-0.43899999999999995,0.0,0.0,0.0,0.0,0.0,0.039,0.0,-0.368,-0.015408641975308557,0.0,0.0,0.0,5.0,0.4,0.0,1.06,0.092,0.0,0.0,0.144,0.0,NaN,0.0,0.284,0.0,0.2,0.0,0.4668,0.0,2669.38,2.4,0.4668,0.15,0.0,0.641,0.128,0.0,0.0,0.167,0.0,0.0,0.0,0.376,14.0,2.8,1777.49,0.028,0.16625,0.0,0.0,1.0,1.873,7.0,0.0,0
22_RT,2,Q3,Animal,Squirrel,5,11.0,0.0,2,4,3,0,65,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.7359,0.8035,0.0,0.0,3005.7,3032.85,2.3,1.2,0.7359,0.8035,0.135,0.083,2.4,1.5,0.142,0.121,0.03738,0.00502,0.0,0.0,0.0,0.0,1,3.341,5,0,224.402,73.04699191858725,0.276,0.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.033,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.198,0.034,0.8932,0.6860221490571685,External_Hazard,Not_Applicable,0.0,0,-0.2,0,-0.2,0.0,0.0676,0.0,27.15000000000009,-1.0999999999999999,0.0676,-0.052000000000000005,-0.8999999999999999,-0.02099999999999999,-0.03236,0.0,0.0,-151.35500808141273,0.706,0.0,0.0,0.0,0.0,0.0020000000000000018,0.0,0.0,-0.029,0.0,-0.164,-0.20717785094283148,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.144,0.0,0.0,0.372,0.0,NaN,0.248,0.456,0.0,0.0,0.0,0.9993,0.0,3459.6,2.1,0.9993,0.136,0.0,0.0,0.26,0.0,0.083,0.441,0.0,0.0,0.294,0.537,17.0,3.4,2915.02,0.056,1e-05,0.0,0.0,1.0,1.296,7.0,0.0,0
23_RT,2,Q1,Name,Name1,5,4.0,0.0,2,1,0,0,64,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.8246,0.9875,0.0,0.0,2112.82,3421.98,1.8,2.2,0.8246,0.9875,0.118,0.129,1.4,1.34,0.02,0.008,0.02629,0.00025,0.2,0.0,15.1,0.0,1,1.496,5,0,86.322,131.04946524064172,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9338235294117647,Dashboard_Recall,Visual_Search,0.0,0,-0.2,0,-0.2,0.0,0.16290000000000004,0.0,1309.1599999999999,0.40000000000000013,0.16290000000000004,0.01100000000000001,-0.05999999999999983,-0.012,-0.02604,-0.2,-15.1,44.72746524064172,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06617647058823528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
23_RT,2,Q2,Sign,Blind,1,4.0,0.0,2,1,0,0,64,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.0664,0.7757,0.0,0.0,3089.37,3268.74,2.6,3.0,0.0144,0.7757,0.19,0.03,3.0,1.8,0.376,0.391,0.00623,0.04812,0.2,0.451,16.7,69.9,0,2.217,1,1,537.428,372.0027063599459,0.038,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8792,0.8750563824988723,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.7092999999999999,0.0,179.3699999999999,0.3999999999999999,0.7613,-0.16,-1.2,0.015000000000000013,0.041890000000000004,0.251,53.2,-165.42529364005412,0.23900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.566,0.0,0.0,0.0,-0.004143617501127683,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.34,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.5726,0.0,2629.23,2.4,0.5246,0.136,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.0,11.0,2.2,1447.73,0.166,0.23945,0.4,26.1,1.0,1.496,5.0,0.0,0
23_RT,2,Q3,Animal,Squirrel,2,4.0,0.0,2,1,0,0,64,1,0,0.0,0.0,0,0,5.0,0.2,0.705,0,0,0.2,0.0,0.0,0.0,0.9445,0.3204,0.0,0.0,3551.01,0.0,2.2,2.2,0.9445,0.3204,0.149,0.153,1.8,0.0,0.253,0.013,0.01088,0.00077,0.4,0.0,38.2,0.0,0,1.419,2,1,502.64799999999997,0.0,0.46,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.158,0.0,0.0,0.0,0.795,0.0,0.0,0.0,0.695,0.9788583509513742,External_Hazard,Not_Applicable,0.0,0,0.5049999999999999,0,-0.2,0.0,-0.6241,0.0,-3551.01,0.0,-0.6241,0.0040000000000000036,-1.8,-0.24,-0.010110000000000001,-0.4,-38.2,-502.64799999999997,-0.43000000000000005,0.0,0.0,0.0,0.0,0.0,-0.112,-0.158,0.0,-0.795,0.0,0.28385835095137424,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,NaN,0.0,0.0,0.0,0.2,0.0,0.7697,0.0,2020.8,2.4,0.7697,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.8,1773.84,0.2,0.06627,0.6,9.6,0.0,2.217,1.0,1.0,0
24_RT,2,Q1,Name,Name1,4,3.0,3.0,1,1,1,0,83,1,0,12.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.8349,0.7276,0.0,0.0,3059.81,3305.77,1.4,1.9,0.8349,0.7276,0.104,0.123,2.2,2.36,0.018,0.012,0.06686,0.04185,0.0,0.0,0.0,0.0,1,1.698,4,0,282.174,447.83274440518255,0.0,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.074,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.9126,0.8409893992932862,Dashboard_Recall,Visual_Search,-12.0,0,-0.2,0,0.0,0.0,-0.10729999999999995,0.0,245.96000000000004,0.5,-0.10729999999999995,0.019000000000000003,0.1599999999999997,-0.005999999999999998,-0.025010000000000004,0.0,0.0,165.65874440518257,0.196,0.0,0.0,0.0,0.0,-0.028999999999999998,0.0,0.0,-0.334,0.0,0.0,-0.07161060070671377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
24_RT,2,Q2,Sign,Blind,7,3.0,3.0,1,1,1,0,83,1,0,12.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.1385,0.081,0.0,0.0,2691.48,3293.91,1.9,1.8,-0.096,0.081,0.113,0.124,1.4,1.35,0.015,0.001,0.04023,2e-05,0.0,0.0,0.0,0.0,1,1.477,7,0,156.654,135.47731888964114,1.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.031,0.0,0.336,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.54,0.95937711577522,External_Hazard,Not_Applicable,-12.0,0,-0.4,0,-0.2,0.0,-0.05750000000000001,0.0,602.4299999999998,-0.09999999999999987,0.177,0.010999999999999996,-0.04999999999999982,-0.013999999999999999,-0.04021,0.0,0.0,-21.176681110358857,-1.865,0.0,0.0,0.0,0.0,0.06,-0.031,-0.336,-0.068,0.0,0.0,0.41937711577521997,1.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3157.34,1.4,1.0,0.111,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.0,0.8,250.91,0.107,0.0,0.0,0.0,1.0,1.698,4.0,0.0,0
24_RT,2,Q3,Animal,Squirrel,4,3.0,3.0,1,1,1,0,83,1,0,0.0,0.0,0,0,5.0,0.0,0.381,0,0,0.0,0.0,0.0,0.0,0.9909,0.5857,0.0,0.0,1601.62,4163.94,1.8,1.2,0.9909,0.5857,0.145,0.017,1.2,0.38,1.113,0.152,0.00039,0.05961,0.4,0.0,20.9,100.0,0,2.621,4,1,64.196,3.5635253719954214,0.219,1.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9561999999999999,0.5295688668447158,External_Hazard,Not_Applicable,0.0,0,0.381,0,0.0,0.0,-0.4052,0.0,2562.3199999999997,-0.6000000000000001,-0.4052,-0.128,-0.82,-0.961,0.05922,-0.4,79.1,-60.63247462800457,0.955,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,-0.4266311331552841,0.0,0.0,0.0,5.0,0.2,0.0,0.24,0.0,0.0,0.0,0.176,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.7428,0.0,3310.37,2.2,0.7428,0.135,0.0,0.249,0.0,0.0,0.03,0.226,0.0,0.0,0.0,0.0,9.0,1.8,1702.38,0.074,0.11748,0.0,0.0,1.0,1.477,7.0,0.0,0
25_RT,2,Q1,Name,Name1,3,47.0,0.0,5,3,0,0,58,0,1,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.2,0.0,0.0,0.0,0.801,1.0,0.0,0.0,1329.31,2492.04,2.0,2.0,0.801,1.0,0.127,0.268,1.2,3.24,0.084,0.482,0.02322,0.0,0.0,0.0,2.8,0.0,0,1.851,3,1,40.874,665.8022690437601,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8390059427336575,Dashboard_Recall,Visual_Search,0.0,0,-0.2,0,-0.2,0.0,0.19899999999999995,0.0,1162.73,0.0,0.19899999999999995,0.14100000000000001,2.04,0.39799999999999996,-0.02322,0.0,-2.8,624.9282690437601,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,-0.16099405726634253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
25_RT,2,Q2,Sign,Blind,4,47.0,0.0,5,3,0,0,58,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0972,0.4044,0.0,0.0,2354.75,1467.31,2.8,3.4,0.0972,0.4044,0.162,0.18,1.2,3.33,0.066,0.009,0.002,0.00149,0.0,0.0,0.0,0.0,1,0.901,4,0,123.224,295.7380688124306,0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.082,0.0,0.0,0.0,0.039,0.8572,0.8657047724750278,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,0.3072,0.0,-887.44,0.6000000000000001,0.3072,0.017999999999999988,2.13,-0.057,-0.00051,0.0,0.0,172.5140688124306,-0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028999999999999998,0.0,0.039,0.008504772475027789,0.0,0.0,0.0,5.0,0.4,0.0,0.387,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.5156,0.0,1655.44,3.0,0.5156,0.147,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,236.77,0.071,0.15139,0.2,0.0,0.0,1.851,3.0,1.0,0
25_RT,2,Q3,Animal,Squirrel,4,47.0,0.0,5,3,0,0,58,0,1,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8891,0.4668,0.0,0.0,1130.26,1659.02,2.5,2.2,0.8891,0.4668,0.172,0.025,0.4,0.64,0.152,0.234,0.03843,0.05166,0.0,0.0,0.0,76.4,1,1.568,4,0,8.49,35.80357142857143,0.0,1.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365,0.243,0.0,0.0,0.9269999999999999,0.033801020408163227,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.4223,0.0,528.76,-0.2999999999999998,-0.4223,-0.147,0.24,0.08200000000000002,0.013229999999999999,0.0,76.4,27.31357142857143,1.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.122,0.0,-0.8931989795918367,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.2,0.0,0.7733,0.0,1297.59,2.5,0.7733,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.2,195.59,0.16,0.03844,0.0,10.7,1.0,0.901,4.0,0.0,0
